participant_id,trial,task,block_condition,task_transition,distractor_transition,distractor_type_prev,congruent,within_task_distractor,correct_response,accuracy,rt_ms,valid_rt
3780,1,1,single,0,0,,0,0,linken,1,902.18,1
3780,2,1,single,1,2,0,1,1,rechten,1,500.96000000002095,1
3780,3,2,single,2,1,1,0,1,linken,0,546.2399999999907,1
3780,4,2,single,1,1,1,1,1,rechten,1,511.9400000000023,1
3780,5,1,single,2,1,1,1,1,rechten,1,433.0999999999767,1
3780,6,1,single,1,2,1,0,0,linken,1,545.9400000000023,1
3780,7,2,single,2,2,0,0,1,rechten,1,587.7999999999884,1
3780,8,1,single,2,1,1,1,1,rechten,1,395.68,1
3780,9,2,single,2,1,1,1,1,rechten,1,509.53999999997905,1
3780,10,1,single,2,2,1,0,0,linken,1,742.0800000000163,1
3780,11,2,single,2,2,0,0,1,linken,1,804.04,1
3780,12,2,single,1,1,1,1,1,rechten,1,707.2399999999907,1
3780,13,2,single,1,1,1,1,1,rechten,1,553.4400000000023,1
3780,14,2,single,1,1,1,0,1,rechten,1,813.5999999999767,1
3780,15,2,single,1,1,1,1,1,rechten,1,512.04,1
3780,16,1,single,2,1,1,1,1,linken,1,494.28000000002794,1
3780,17,2,single,2,1,1,0,1,rechten,1,884.4799999999814,1
3780,18,2,single,1,2,1,1,0,linken,1,1344.359999999986,1
3780,19,1,single,2,1,0,1,0,linken,1,712.0599999999977,1
3780,20,2,single,2,1,0,1,0,rechten,1,509.64000000001397,1
3780,21,1,single,2,1,0,0,0,rechten,0,711.82,1
3780,22,1,single,1,2,0,1,1,rechten,1,556.9400000000023,1
3780,23,1,single,1,1,1,0,1,linken,1,677.04,1
3780,24,1,single,1,1,1,0,1,linken,1,604.64,1
3780,25,1,single,1,1,1,1,1,linken,1,720.7800000000279,1
3780,26,2,single,2,2,1,1,0,rechten,1,533.5999999999767,1
3780,27,1,single,2,1,0,0,0,rechten,1,624.5599999999977,1
3780,28,1,single,1,1,0,0,0,linken,1,740.04,1
3780,29,1,single,1,1,0,1,0,linken,1,646.8400000000256,1
3780,30,2,single,2,1,0,1,0,rechten,1,1230.140000000014,1
3780,31,2,single,1,1,0,1,0,rechten,1,697.96,1
3780,32,2,single,1,1,0,0,0,linken,1,1233.7000000000116,1
3780,33,2,single,1,1,0,0,0,rechten,1,794.6199999999953,1
3780,34,2,single,1,2,0,0,1,linken,1,869.4199999999837,1
3780,35,1,single,2,1,1,1,1,rechten,1,550.5999999999767,1
3780,36,1,single,1,2,1,0,0,linken,1,763.82,1
3780,37,2,single,2,1,0,0,0,linken,1,638.0599999999977,1
3780,38,1,single,2,1,0,0,0,linken,1,785.8800000000047,1
3780,39,1,single,1,1,0,1,0,rechten,1,515.0200000000186,1
3780,40,2,single,2,2,0,1,1,linken,1,810.5800000000163,1
3780,41,1,single,2,2,1,0,0,rechten,1,539.7399999999907,1
3780,42,1,single,1,2,0,1,1,linken,1,862.9799999999814,1
3780,43,1,single,1,1,1,1,1,rechten,1,682.46,1
3780,44,2,single,2,1,1,0,1,rechten,1,905.36,1
3780,45,1,single,2,2,1,0,0,rechten,0,551.5,1
3780,46,2,single,2,1,0,1,0,rechten,0,763.9200000000419,1
3780,47,2,single,1,1,0,0,0,linken,1,948.1600000000326,1
3780,48,1,single,2,1,0,0,0,linken,1,1075.3399999999674,1
3780,49,2,single,2,1,0,0,0,linken,1,897.9399999999441,1
3780,50,1,single,2,2,0,0,1,linken,1,1450.0400000000373,1
3780,51,2,single,2,2,1,0,0,rechten,1,719.2199999999721,1
3780,52,2,single,1,2,0,1,1,linken,1,655.6600000000326,1
3780,53,1,single,2,1,1,0,1,linken,0,489.1800000000512,1
3780,54,2,single,2,1,1,0,1,linken,1,729.2600000000093,1
3780,55,2,single,1,1,1,1,1,linken,1,628.8199999999488,1
3780,56,2,single,1,2,1,1,0,rechten,1,760.4000000000233,1
3780,57,2,single,1,1,0,0,0,linken,1,648.8000000000466,1
3780,58,1,single,2,2,0,0,1,rechten,1,842.0200000000186,1
3780,59,2,single,2,2,1,0,0,rechten,1,507.85999999998603,1
3780,60,2,single,1,1,0,1,0,linken,1,801.4200000000419,1
3780,61,2,single,1,1,0,1,0,rechten,1,501.2399999999907,1
3780,62,1,single,2,2,0,1,1,linken,1,596.1199999999953,1
3780,63,2,single,2,2,1,0,0,rechten,1,448.3199999999488,1
3780,64,2,single,1,2,0,0,1,rechten,1,512.2399999999907,1
3780,65,2,single,1,1,1,1,1,linken,1,511.45999999996275,1
3780,66,2,single,1,1,1,0,1,linken,1,525.9599999999627,1
3780,67,1,single,2,2,1,1,0,linken,1,445.5,1
3780,68,2,single,2,1,0,1,0,linken,1,588.3000000000466,1
3780,69,2,single,1,2,0,1,1,linken,1,550.1800000000512,1
3780,70,2,single,1,2,1,1,0,linken,0,452.4200000000419,1
3780,71,1,single,2,2,0,0,1,rechten,1,594.4399999999441,1
3780,72,1,single,1,2,1,1,0,rechten,1,556.5799999999581,1
3780,73,1,single,1,1,0,1,0,linken,1,442.85999999998603,1
3780,74,1,single,1,1,0,0,0,linken,1,460.78000000002794,1
3780,75,1,single,1,1,0,1,0,linken,1,572.2399999999907,1
3780,76,1,single,1,2,0,0,1,rechten,1,582.0799999999581,1
3780,77,1,single,1,2,1,1,0,rechten,1,449.0200000000186,1
3780,78,2,single,2,1,0,0,0,linken,0,467.19999999995343,1
3780,79,1,single,2,1,0,1,0,rechten,1,592.5600000000559,1
3780,80,2,single,2,1,0,1,0,rechten,1,648.4399999999441,1
3780,81,2,single,1,1,0,0,0,linken,1,778.6199999999953,1
3780,82,1,single,2,1,0,1,0,linken,1,807.4599999999627,1
3780,83,2,single,2,1,0,1,0,linken,0,474.69999999995343,1
3780,84,2,single,1,2,0,0,1,rechten,1,538.0200000000186,1
3780,85,2,single,1,2,1,1,0,linken,1,613.8800000000047,1
3780,86,2,single,1,2,0,0,1,rechten,0,557.4799999999814,1
3780,87,1,single,2,1,1,0,1,linken,0,584.4599999999627,1
3780,88,1,single,1,1,1,1,1,linken,1,702.14,1
3780,89,2,single,2,2,1,1,0,linken,0,1002.3000000000466,1
3780,90,2,single,1,1,0,0,0,rechten,1,702.6600000000326,1
3780,91,2,single,1,1,0,0,0,linken,1,734.8399999999674,1
3780,92,1,single,2,1,0,1,0,rechten,1,673.7600000000093,1
3780,93,2,single,2,2,0,1,1,linken,1,567.1800000000512,1
3780,94,2,single,1,1,1,0,1,rechten,1,609.7800000000279,1
3780,95,2,single,1,1,1,0,1,linken,1,741.3399999999674,1
3780,96,1,single,2,1,1,0,1,linken,1,1507.0999999999767,1
3780,97,1,single,1,2,1,1,0,linken,1,459.28000000002794,1
3780,98,1,single,1,1,0,0,0,rechten,1,601.4599999999627,1
3780,99,2,single,2,1,0,0,0,rechten,1,561.64,1
3780,100,1,single,2,2,0,1,1,linken,1,542.86,1
3780,101,2,single,2,1,1,0,1,linken,1,866.0600000000559,1
3780,102,1,single,2,2,1,0,0,rechten,1,717.6199999999953,1
3780,103,1,single,1,2,0,0,1,rechten,1,530.14,1
3780,104,1,single,1,2,1,1,0,rechten,1,776.9399999999441,1
3780,105,2,single,2,1,0,0,0,rechten,0,665.5400000000373,1
3780,106,1,single,2,2,0,1,1,linken,1,866.8199999999488,1
3780,107,1,single,1,1,1,1,1,linken,1,596.6999999999534,1
3780,108,1,single,1,1,1,0,1,linken,1,558.9599999999627,1
3780,109,2,single,2,2,1,1,0,linken,1,898.14,1
3780,110,1,single,2,2,0,0,1,linken,1,621.2600000000093,1
3780,111,2,single,2,1,1,1,1,linken,0,1067.8800000000047,1
3780,112,1,single,2,1,1,0,1,rechten,1,592.0799999999581,1
3780,113,1,single,1,1,1,0,1,rechten,1,772.9599999999627,1
3780,114,1,single,1,2,1,0,0,rechten,1,567.5200000000186,1
3780,115,2,single,2,2,0,1,1,rechten,1,625.0600000000559,1
3780,116,1,single,2,2,1,1,0,linken,1,570.5999999999767,1
3780,117,2,single,2,2,0,1,1,rechten,1,580.0600000000559,1
3780,118,1,single,2,1,1,1,1,rechten,1,574.9200000000419,1
3780,119,2,single,2,1,1,1,1,linken,1,692.7800000000279,1
3780,120,2,single,1,2,1,0,0,rechten,1,632.6800000000512,1
3780,121,2,single,1,2,0,1,1,rechten,1,545.5200000000186,1
3780,122,1,single,2,1,1,0,1,rechten,1,635.7800000000279,1
3780,123,1,single,1,2,1,1,0,rechten,1,610.3199999999488,1
3780,124,1,single,1,2,0,0,1,rechten,1,618.4399999999441,1
3780,125,1,single,1,2,1,0,0,rechten,1,610.9599999999627,1
3780,126,2,single,2,2,0,0,1,linken,0,570.5200000000186,1
3780,127,1,single,2,1,1,1,1,rechten,1,502.9000000000233,1
3780,128,1,single,1,2,1,1,0,rechten,1,627.6999999999534,1
3780,1,2,single,0,0,0,0,0,linken,1,602.9000000000233,1
3780,2,2,single,1,2,0,1,1,rechten,1,736.1600000000326,1
3780,3,2,single,1,1,1,1,1,linken,1,563.36,1
3780,4,2,single,1,2,1,0,0,rechten,1,528.4599999999627,1
3780,5,2,single,1,2,0,1,1,rechten,1,572.4399999999441,1
3780,6,1,single,2,2,1,0,0,rechten,1,534.9399999999441,1
3780,7,1,single,1,2,0,0,1,linken,1,563.8399999999674,1
3780,8,2,single,2,1,1,0,1,rechten,0,525.36,1
3780,9,2,single,1,2,1,0,0,linken,1,538.0799999999581,1
3780,10,1,single,2,1,0,0,0,linken,1,706.9200000000419,1
3780,11,1,single,1,2,0,0,1,linken,1,616.1199999999953,1
3780,12,1,single,1,2,1,1,0,linken,1,513.6600000000326,1
3780,13,2,single,2,2,0,0,1,rechten,1,151.8399999999674,1
3780,14,1,single,2,1,1,0,1,linken,1,593.4399999999441,1
3780,15,2,single,2,2,1,1,0,linken,1,588.1999999999534,1
3780,16,2,single,1,2,0,0,1,rechten,1,582.0400000000373,1
3780,17,1,single,2,2,1,1,0,linken,1,589.9599999999627,1
3780,18,2,single,2,2,0,0,1,rechten,1,599.1199999999953,1
3780,19,2,single,1,1,1,0,1,rechten,1,623.3000000000466,1
3780,20,2,single,1,2,1,1,0,rechten,1,738.9000000000233,1
3780,21,1,single,2,1,0,0,0,rechten,0,1222.6800000000512,1
3780,22,2,single,2,1,0,1,0,rechten,1,583,1
3780,23,1,single,2,2,0,1,1,linken,1,732.9000000000233,1
3780,24,1,single,1,1,1,1,1,rechten,1,591.7800000000279,1
3780,25,1,single,1,1,1,0,1,linken,1,850.9599999999627,1
3780,26,2,single,2,1,1,1,1,linken,1,874.0799999999581,1
3780,27,2,single,1,2,1,1,0,rechten,1,943.6600000000326,1
3780,28,2,single,1,2,0,1,1,linken,1,885.5,1
3780,29,1,single,2,2,1,1,0,rechten,1,702.3800000000047,1
3780,30,2,single,2,1,0,0,0,rechten,1,704.5,1
3780,31,1,single,2,1,0,0,0,linken,1,612.7600000000093,1
3780,32,2,single,2,2,0,0,1,rechten,1,558.2399999999907,1
3780,33,2,single,1,1,1,0,1,linken,1,646.4799999999814,1
3780,34,2,single,1,1,1,1,1,linken,1,574.5999999999767,1
3780,35,2,single,1,2,1,1,0,linken,1,459.0999999999767,1
3780,36,1,single,2,1,0,1,0,rechten,1,633.3199999999488,1
3780,37,1,single,1,2,0,1,1,linken,1,717.2600000000093,1
3780,38,2,single,2,2,1,1,0,linken,1,842.7399999999907,1
3780,39,1,single,2,2,0,0,1,linken,1,820.9399999999441,1
3780,40,1,single,1,2,1,1,0,rechten,1,752.4599999999627,1
3780,41,1,single,1,1,0,1,0,linken,1,564.3399999999674,1
3780,42,2,single,2,1,0,0,0,linken,0,2108.5400000000373,1
3780,43,1,single,2,1,0,1,0,linken,1,630.4000000000233,1
3780,44,2,single,2,1,0,1,0,linken,1,699.2399999999907,1
3780,45,1,single,2,2,0,0,1,rechten,1,592.4399999999441,1
3780,46,1,single,1,2,1,0,0,linken,1,491.30000000004657,1
3780,47,2,single,2,1,0,0,0,rechten,1,1632.1199999999953,1
3780,48,1,single,2,2,0,0,1,linken,1,624.0200000000186,1
3780,49,1,single,1,2,1,1,0,linken,1,770.5799999999581,1
3780,50,1,single,1,2,0,1,1,rechten,1,1909.0400000000373,1
3780,51,1,single,1,1,1,0,1,rechten,1,554.0799999999581,1
3780,52,1,single,1,2,1,0,0,rechten,1,2456.280000000028,1
3780,53,2,single,2,2,0,0,1,linken,1,1006.4399999999441,1
3780,54,2,single,1,1,1,0,1,linken,1,628.5200000000186,1
3780,55,2,single,1,1,1,1,1,linken,1,730.0799999999581,1
3780,56,2,single,1,2,1,1,0,linken,1,510.9799999999814,1
3780,57,1,single,2,1,0,0,0,linken,1,727.4000000000233,1
3780,58,2,single,2,2,0,0,1,linken,1,1571.2600000000093,1
3780,59,2,single,1,1,1,0,1,rechten,0,4065.819999999949,0
3780,60,2,single,1,2,1,1,0,rechten,1,592.5400000000373,1
3780,61,1,single,2,1,0,0,0,rechten,1,491.4399999999441,1
3780,62,1,single,1,1,0,0,0,rechten,1,508.2600000000093,1
3780,63,1,single,1,2,0,1,1,rechten,1,554.5400000000373,1
3780,64,1,single,1,2,1,1,0,linken,1,579.0200000000186,1
3780,65,1,single,1,1,0,1,0,rechten,1,510.85999999998603,1
3780,66,1,single,1,2,0,0,1,linken,1,633.4799999999814,1
3780,67,2,single,2,1,1,1,1,rechten,1,576.2399999999907,1
3780,68,2,single,1,1,1,0,1,rechten,1,556.8800000000047,1
3780,69,2,single,1,2,1,0,0,linken,1,801.0600000000559,1
3780,70,1,single,2,1,0,1,0,rechten,1,610.1600000000326,1
3780,71,1,single,1,1,0,0,0,linken,1,477.38000000000466,1
3780,72,1,single,1,1,0,0,0,linken,1,431,1
3780,73,2,single,2,1,0,1,0,linken,1,590.8000000000466,1
3780,74,1,single,2,1,0,0,0,rechten,1,536.6600000000326,1
3780,75,2,single,2,1,0,0,0,linken,0,471.5200000000186,1
3780,76,2,single,1,2,0,0,1,linken,1,706.2800000000279,1
3780,77,2,single,1,2,1,0,0,rechten,1,535.4000000000233,1
3780,78,1,single,2,1,0,1,0,linken,1,516.6600000000326,1
3780,79,2,single,2,2,0,1,1,linken,1,529.1800000000512,1
3780,80,1,single,2,1,1,1,1,linken,1,495.0799999999581,1
3780,81,2,single,2,2,1,0,0,linken,1,540.3000000000466,1
3780,82,2,single,1,2,0,1,1,rechten,1,522.14,1
3780,83,1,single,2,2,1,0,0,rechten,1,564.9399999999441,1
3780,84,2,single,2,1,0,0,0,rechten,1,496.5799999999581,1
3780,85,2,single,1,1,0,1,0,rechten,1,480.80000000004657,1
3780,86,1,single,2,2,0,1,1,linken,1,495.6600000000326,1
3780,87,1,single,1,2,1,1,0,linken,1,416.7399999999907,1
3780,88,1,single,1,2,0,1,1,linken,1,467.3199999999488,1
3780,89,2,single,2,2,1,0,0,rechten,1,499.88000000000466,1
3780,90,1,single,2,2,0,1,1,linken,1,437.0200000000186,1
3780,91,2,single,2,2,1,1,0,rechten,1,547.9399999999441,1
3780,92,1,single,2,2,0,1,1,rechten,1,500.4799999999814,1
3780,93,2,single,2,2,1,0,0,linken,1,562.3399999999674,1
3780,94,2,single,1,1,0,0,0,rechten,1,462.85999999998603,1
3780,95,2,single,1,2,0,1,1,rechten,1,619.4399999999441,1
3780,96,1,single,2,1,1,0,1,rechten,1,672.2800000000279,1
3780,97,1,single,1,2,1,1,0,rechten,0,427.7399999999907,1
3780,98,2,single,2,2,0,1,1,rechten,1,523.5,1
3780,99,1,single,2,1,1,0,1,rechten,1,879.4000000000233,1
3780,100,1,single,1,1,1,0,1,rechten,1,543.9000000000233,1
3780,101,1,single,1,2,1,0,0,linken,1,554.1199999999953,1
3780,102,1,single,1,2,0,0,1,rechten,1,581.2399999999907,1
3780,103,2,single,2,1,1,1,1,rechten,1,574.1199999999953,1
3780,104,1,single,2,1,1,0,1,rechten,1,538.0200000000186,1
3780,105,2,single,2,2,1,1,0,rechten,1,517.8199999999488,1
3780,106,2,single,1,1,0,0,0,rechten,1,515.4599999999627,1
3780,107,2,single,1,2,0,1,1,linken,1,639.9200000000419,1
3780,108,1,single,2,2,1,0,0,linken,1,909.7800000000279,1
3780,109,1,single,1,2,0,1,1,rechten,1,586.36,1
3780,110,2,single,2,2,1,1,0,linken,1,719.5799999999581,1
3780,111,1,single,2,2,0,1,1,rechten,1,564.0200000000186,1
3780,112,1,single,1,1,1,1,1,linken,1,699.5600000000559,1
3780,113,2,single,2,2,1,0,0,linken,1,747.8000000000466,1
3780,114,1,single,2,1,0,1,0,rechten,1,621.9399999999441,1
3780,115,2,single,2,2,0,0,1,linken,1,752.8399999999674,1
3780,116,1,single,2,1,1,1,1,rechten,1,503,1
3780,117,1,single,1,2,1,0,0,rechten,1,579.1999999999534,1
3780,118,1,single,1,2,0,0,1,rechten,1,510.7600000000093,1
3780,119,2,single,2,1,1,1,1,linken,1,930.1999999999534,1
3780,120,2,single,1,1,1,0,1,linken,1,696.8000000000466,1
3780,121,1,single,2,2,1,1,0,rechten,1,591,1
3780,122,1,single,1,2,0,0,1,linken,1,645.86,1
3780,123,2,single,2,2,1,1,0,rechten,1,603.36,1
3780,124,2,single,1,2,0,0,1,linken,0,454.5799999999581,1
3780,125,2,single,1,2,1,1,0,linken,1,550.5999999999767,1
3780,126,2,single,1,2,0,1,1,rechten,1,578.8199999999488,1
3780,127,1,single,2,1,1,1,1,rechten,1,525.3199999999488,1
3780,128,1,single,1,1,1,1,1,linken,1,819.1199999999953,1
3780,1,2,single,0,0,1,1,0,rechten,1,552.5400000000373,1
3780,2,1,single,2,1,0,0,0,rechten,1,469.19999999995343,1
3780,3,1,single,1,1,0,1,0,rechten,1,516.7399999999907,1
3780,4,1,single,1,2,0,0,1,linken,0,468.21999999997206,1
3780,5,1,single,1,2,1,0,0,linken,1,469.63999999989755,1
3780,6,1,single,1,1,0,1,0,linken,1,438.1599999999162,1
3780,7,1,single,1,2,0,1,1,rechten,0,567,1
3780,8,1,single,1,2,1,1,0,linken,1,581.3000000000466,1
3780,9,1,single,1,2,0,1,1,linken,1,555.3000000000466,1
3780,10,1,single,1,2,1,0,0,rechten,1,628.4599999999627,1
3780,11,1,single,1,1,0,1,0,rechten,1,556.9799999999814,1
3780,12,1,single,1,2,0,0,1,rechten,1,506.1599999999162,1
3780,13,2,single,2,2,1,0,0,linken,1,646.3400000000838,1
3780,14,2,single,1,1,0,0,0,linken,1,603.5800000000745,1
3780,15,2,single,1,2,0,0,1,linken,1,627.7800000000279,1
3780,16,2,single,1,1,1,0,1,linken,1,478.28000000002794,1
3780,17,2,single,1,1,1,1,1,rechten,0,588.1200000001118,1
3780,18,1,single,2,1,1,1,1,linken,1,424.9199999999255,1
3780,19,2,single,2,2,1,0,0,rechten,1,646.7800000000279,1
3780,20,2,single,1,2,0,1,1,linken,1,510.30000000004657,1
3780,21,2,single,1,2,1,1,0,rechten,1,632.8799999998882,1
3780,22,1,single,2,1,0,1,0,linken,1,530.6999999999534,1
3780,23,2,single,2,2,0,0,1,linken,1,669.2399999999907,1
3780,24,2,single,1,2,1,0,0,rechten,0,453.78000000002794,1
3780,25,1,single,2,1,0,0,0,linken,1,532.8000000000466,1
3780,26,1,single,1,2,0,0,1,rechten,1,654.6599999999162,1
3780,27,2,single,2,2,1,1,0,linken,1,878.1000000000931,1
3780,28,1,single,2,1,0,1,0,rechten,1,461.9399999999441,1
3780,29,2,single,2,1,0,1,0,rechten,1,509.5,1
3780,30,2,single,1,1,0,0,0,linken,1,571.1200000001118,1
3780,31,1,single,2,2,0,0,1,rechten,1,517.6599999999162,1
3780,32,2,single,2,1,1,0,1,linken,1,547.0800000000745,1
3780,33,2,single,1,2,1,1,0,linken,1,559.9399999999441,1
3780,34,1,single,2,1,0,0,0,rechten,1,508.2399999999907,1
3780,35,1,single,1,2,0,1,1,linken,1,475.4199999999255,1
3780,36,2,single,2,2,1,1,0,linken,1,506.2600000000093,1
3780,37,2,single,1,1,0,1,0,rechten,0,583.7600000000093,1
3780,38,1,single,2,2,0,1,1,linken,1,529.5,1
3780,39,2,single,2,2,1,1,0,linken,1,494.36000000010245,1
3780,40,2,single,1,2,0,0,1,rechten,1,493.5,1
3780,41,2,single,1,2,1,1,0,rechten,1,523.7600000000093,1
3780,42,2,single,1,1,0,1,0,linken,1,474.28000000002794,1
3780,43,2,single,1,1,0,0,0,rechten,1,662.8400000000838,1
3780,44,1,single,2,2,0,0,1,linken,1,480.39999999990687,1
3780,45,2,single,2,1,1,1,1,linken,1,512.8999999999069,1
3780,46,1,single,2,1,1,0,1,linken,1,589.1399999998976,1
3780,47,1,single,1,1,1,1,1,rechten,1,644.8999999999069,1
3780,48,1,single,1,2,1,1,0,rechten,1,868.1799999999348,1
3780,49,2,single,2,2,0,0,1,rechten,1,1156.6799999999348,1
3780,50,1,single,2,1,1,0,1,rechten,1,1287.1599999999162,1
3780,51,1,single,1,1,1,0,1,rechten,1,1782.2600000000093,1
3780,52,2,single,2,1,1,1,1,linken,1,794.1399999998976,1
3780,53,1,single,2,1,1,1,1,rechten,1,1275.9599999999627,1
3780,54,2,single,2,2,1,0,0,rechten,1,1257.3799999998882,1
3780,55,2,single,1,2,0,1,1,linken,1,1005.5600000000559,1
3780,56,2,single,1,2,1,1,0,rechten,1,739.6599999999162,1
3780,57,1,single,2,2,0,1,1,linken,1,1144.5800000000745,1
3780,58,1,single,1,2,1,1,0,rechten,1,760.7600000000093,1
3780,59,1,single,1,1,0,0,0,rechten,1,1757.3000000000466,1
3780,60,2,single,2,2,0,0,1,rechten,1,817.6799999999348,1
3780,61,2,single,1,2,1,0,0,linken,1,562.2199999999721,1
3780,62,1,single,2,1,0,1,0,rechten,1,496.45999999996275,1
3780,63,1,single,1,2,0,0,1,linken,1,478.6599999999162,1
3780,64,2,single,2,1,1,0,1,linken,0,385.1599999999162,1
3780,65,1,single,2,1,1,1,1,linken,1,469.86000000010245,1
3780,66,1,single,1,1,1,0,1,linken,1,736.4399999999441,1
3780,67,1,single,1,2,1,0,0,rechten,0,565.3000000000466,1
3780,68,2,single,2,1,0,0,0,rechten,0,451.3400000000838,1
3780,69,1,single,2,1,0,0,0,linken,1,656.3799999998882,1
3780,70,2,single,2,2,0,1,1,rechten,1,504.4799999999814,1
3780,71,2,single,1,2,1,0,0,rechten,1,519.7800000000279,1
3780,72,2,single,1,1,0,0,0,linken,1,486.21999999997206,1
3780,73,2,single,1,2,0,1,1,linken,1,564.1000000000931,1
3780,74,1,single,2,1,1,1,1,linken,0,713.6599999999162,1
3780,75,2,single,2,1,1,0,1,linken,1,778.7199999999721,1
3780,76,1,single,2,1,1,1,1,rechten,1,446.60000000009313,1
3780,77,1,single,1,2,1,1,0,linken,1,557.6999999999534,1
3780,78,2,single,2,1,0,0,0,rechten,1,865.2600000000093,1
3780,79,2,single,1,1,0,1,0,linken,1,670.7800000000279,1
3780,80,1,single,2,1,0,0,0,linken,1,813.6999999999534,1
3780,81,2,single,2,1,0,0,0,rechten,1,745.1200000001118,1
3780,82,2,single,1,2,0,0,1,linken,1,589,1
3780,83,2,single,1,2,1,0,0,linken,1,534.2199999999721,1
3780,84,1,single,2,1,0,0,0,linken,1,733.4399999999441,1
3780,85,1,single,1,1,0,0,0,rechten,1,748.1799999999348,1
3780,86,1,single,1,1,0,1,0,linken,1,577.0600000000559,1
3780,87,1,single,1,1,0,0,0,rechten,1,663.9599999999627,1
3780,88,2,single,2,1,0,0,0,linken,0,558.4599999999627,1
3780,89,1,single,2,2,0,0,1,rechten,1,537.8999999999069,1
3780,90,2,single,2,1,1,0,1,rechten,1,627.8000000000466,1
3780,91,2,single,1,1,1,0,1,linken,1,681.5800000000745,1
3780,92,2,single,1,1,1,0,1,rechten,1,605.5,1
3780,93,2,single,1,1,1,1,1,rechten,1,443.62000000011176,1
3780,94,1,single,2,1,1,1,1,rechten,1,570.5,1
3780,95,2,single,2,2,1,0,0,linken,1,534,1
3780,96,1,single,2,1,0,1,0,linken,1,623.8999999999069,1
3780,97,2,single,2,2,0,0,1,rechten,1,507.37999999988824,1
3780,98,1,single,2,1,1,0,1,linken,1,472.9799999999814,1
3780,99,1,single,1,2,1,0,0,linken,1,598.8799999998882,1
3780,100,2,single,2,2,0,1,1,linken,1,575.0800000000745,1
3780,101,2,single,1,1,1,1,1,rechten,1,522.6399999998976,1
3780,102,1,single,2,2,1,0,0,rechten,1,581.5200000000186,1
3780,103,2,single,2,2,0,0,1,rechten,1,559.3600000001024,1
3780,104,1,single,2,2,1,0,0,linken,1,525.5,1
3780,105,1,single,1,2,0,0,1,rechten,0,787.4199999999255,1
3780,106,2,single,2,2,1,1,0,linken,1,690.7600000000093,1
3780,107,1,single,2,2,0,1,1,rechten,1,551.9399999999441,1
3780,108,1,single,1,2,1,0,0,linken,1,594.0800000000745,1
3780,109,2,single,2,2,0,1,1,linken,1,1010.9199999999255,1
3780,110,2,single,1,1,1,1,1,rechten,1,601.3999999999069,1
3780,111,1,single,2,1,1,0,1,linken,1,657.6000000000931,1
3780,112,1,single,1,1,1,0,1,linken,1,489.86000000010245,1
3780,113,1,single,1,2,1,1,0,linken,1,521.7600000000093,1
3780,114,1,single,1,2,0,1,1,rechten,1,441.36000000010245,1
3780,115,1,single,1,1,1,1,1,linken,1,521.0800000000745,1
3780,116,2,single,2,1,1,1,1,linken,1,816.6399999998976,1
3780,117,1,single,2,2,1,1,0,linken,1,859.8400000000838,1
3780,118,2,single,2,2,0,0,1,rechten,1,647.3799999998882,1
3780,119,1,single,2,2,1,1,0,rechten,0,590.6200000001118,1
3780,120,2,single,2,1,0,1,0,linken,1,677.1799999999348,1
3780,121,1,single,2,2,0,0,1,rechten,1,461.8200000000652,1
3780,122,1,single,1,2,1,1,0,rechten,1,510.2600000000093,1
3780,123,2,single,2,2,0,1,1,rechten,1,1475.8999999999069,1
3780,124,2,single,1,1,1,1,1,rechten,1,554.6799999999348,1
3780,125,2,single,1,1,1,1,1,rechten,1,893.8400000000838,1
3780,126,2,single,1,2,1,1,0,rechten,1,524.0800000000745,1
3780,127,1,single,2,2,0,1,1,rechten,1,662.5400000000373,1
3780,128,2,single,2,2,1,1,0,rechten,1,636.0800000000745,1
3780,1,1,single,0,0,0,0,1,rechten,1,562.1599999999162,1
3780,2,2,single,2,1,1,0,1,rechten,1,540.6000000000931,1
3780,3,2,single,1,2,1,1,0,linken,1,630.5400000000373,1
3780,4,2,single,1,2,0,0,1,rechten,1,575.3600000001024,1
3780,5,2,single,1,2,1,1,0,linken,1,537.8999999999069,1
3780,6,1,single,2,1,0,0,0,rechten,1,519.1599999999162,1
3780,7,2,single,2,1,0,0,0,linken,1,641.2600000000093,1
3780,8,1,single,2,2,0,1,1,rechten,1,382.2600000000093,1
3780,9,1,single,1,2,1,0,0,linken,1,655.1000000000931,1
3780,10,2,single,2,2,0,0,1,rechten,1,675.1799999999348,1
3780,11,1,single,2,2,1,1,0,rechten,1,475.7399999999907,1
3780,12,2,single,2,2,0,1,1,rechten,1,555.3400000000838,1
3780,13,1,single,2,1,1,1,1,rechten,1,550.4799999999814,1
3780,14,2,single,2,2,1,0,0,rechten,1,531.6599999999162,1
3780,15,1,single,2,1,0,1,0,linken,1,526.5200000000186,1
3780,16,2,single,2,1,0,0,0,linken,1,508.4199999999255,1
3780,17,1,single,2,1,0,1,0,linken,1,506.0200000000186,1
3780,18,2,single,2,1,0,0,0,linken,1,1146.1399999998976,1
3780,19,2,single,1,1,0,1,0,linken,1,496.0600000000559,1
3780,20,2,single,1,1,0,1,0,rechten,1,667.2600000000093,1
3780,21,1,single,2,1,0,1,0,rechten,0,1169.719999999972,1
3780,22,2,single,2,1,0,1,0,linken,1,736.0400000000373,1
3780,23,2,single,1,2,0,1,1,linken,1,608.6200000001118,1
3780,24,2,single,1,1,1,0,1,rechten,1,570.7800000000279,1
