participant_id,trial,task,block_condition,task_transition,distractor_transition,distractor_type_prev,congruent,within_task_distractor,correct_response,accuracy,rt_ms,valid_rt
1507,33,1,single,1,2,0,1,1,rechten,1,708.2600000000093,1
1507,34,2,single,2,2,1,1,0,linken,1,1038.7399999999907,1
1507,35,1,single,2,1,0,0,0,linken,1,960.9199999999255,1
1507,36,1,single,1,2,0,1,1,rechten,1,603.7199999999721,1
1507,37,2,single,2,1,1,1,1,linken,1,832.8400000000838,1
1507,38,1,single,2,1,1,0,1,linken,1,999.7800000000279,1
1507,39,2,single,2,1,1,1,1,rechten,1,1141.280000000028,1
1507,40,2,single,1,2,1,0,0,rechten,0,726.8400000000838,1
1507,41,1,single,2,1,0,1,0,linken,1,762.7600000000093,1
1507,42,1,single,1,1,0,0,0,rechten,1,903.3999999999069,1
1507,43,1,single,1,1,0,0,0,linken,1,769.7399999999907,1
1507,44,2,single,2,2,0,1,1,linken,1,1082.3999999999069,1
1507,45,2,single,1,1,1,1,1,rechten,1,780.6200000001118,1
1507,46,1,single,2,2,1,1,0,rechten,1,889.4599999999627,1
1507,47,2,single,2,2,0,0,1,rechten,1,850.5200000000186,1
1507,48,2,single,1,1,1,0,1,linken,1,719.1799999999348,1
1507,49,2,single,1,1,1,1,1,linken,1,1534.7399999999907,1
1507,50,2,single,1,1,1,1,1,linken,0,907.7199999999721,1
1507,51,1,single,2,2,1,0,0,rechten,1,1387.1399999998976,1
1507,52,2,single,2,2,0,1,1,rechten,1,1693.2399999999907,1
1507,53,1,single,2,1,1,0,1,linken,1,1260.4799999999814,1
1507,54,2,single,2,1,1,1,1,rechten,1,886.1200000001118,1
1507,55,2,single,1,1,1,1,1,linken,1,706.4399999999441,1
1507,56,2,single,1,2,1,1,0,rechten,1,725,1
1507,57,1,single,2,1,0,0,0,rechten,0,758.6200000001118,1
1507,58,1,single,1,1,0,1,0,rechten,1,1137.8999999999069,1
1507,59,1,single,1,2,0,1,1,linken,1,739.1799999999348,1
1507,60,2,single,2,1,1,0,1,linken,1,772,1
1507,61,2,single,1,2,1,0,0,linken,0,601.6200000001118,1
1507,62,1,single,2,2,0,0,1,rechten,0,597.8200000000652,1
1507,63,2,single,2,1,1,1,1,rechten,1,781.6799999999348,1
1507,64,1,single,2,1,1,1,1,rechten,1,608.5800000000745,1
1507,65,1,single,1,1,1,1,1,linken,1,587.6399999998976,1
1507,66,1,single,1,1,1,0,1,linken,1,800.7800000000279,1
1507,67,2,single,2,2,1,1,0,linken,0,720.9799999999814,1
1507,68,2,single,1,1,0,1,0,linken,1,851.6200000001118,1
1507,69,2,single,1,1,0,0,0,linken,1,1112.6200000001118,1
1507,70,2,single,1,2,0,0,1,linken,1,1373.1399999998976,1
1507,71,2,single,1,1,1,1,1,linken,1,774.3000000000466,1
1507,72,2,single,1,2,1,0,0,linken,1,632.8600000001024,1
1507,73,1,single,2,2,0,0,1,rechten,1,1046.719999999972,1
1507,74,1,single,1,2,1,0,0,rechten,0,591.1399999998976,1
1507,75,1,single,1,2,0,1,1,linken,1,574.0200000000186,1
1507,76,1,single,1,1,1,1,1,rechten,1,740.8000000000466,1
1507,77,1,single,1,2,1,1,0,linken,1,587.6999999999534,1
1507,78,1,single,1,1,0,0,0,rechten,1,738.3600000001024,1
1507,79,2,single,2,1,0,0,0,linken,1,740.2600000000093,1
1507,80,2,single,1,2,0,0,1,rechten,1,695.1000000000931,1
1507,81,1,single,2,2,1,0,0,linken,1,652.3200000000652,1
1507,82,1,single,1,1,0,1,0,linken,1,815.5,1
1507,83,2,single,2,2,0,1,1,rechten,1,578.1000000000931,1
1507,84,1,single,2,2,1,0,0,rechten,1,760.8600000001024,1
1507,85,1,single,1,2,0,0,1,rechten,0,792.4199999999255,1
1507,86,2,single,2,2,1,0,0,linken,1,666.8400000000838,1
1507,87,1,single,2,1,0,0,0,linken,1,1125.2600000000093,1
1507,88,1,single,1,2,0,0,1,rechten,1,666.1399999998976,1
1507,89,2,single,2,1,1,0,1,linken,1,797.6999999999534,1
1507,90,2,single,1,2,1,1,0,rechten,1,654.9199999999255,1
1507,91,2,single,1,2,0,0,1,linken,1,771.1000000000931,1
1507,92,2,single,1,1,1,0,1,rechten,1,645.6799999999348,1
1507,93,1,single,2,1,1,1,1,linken,1,747.4199999999255,1
1507,94,2,single,2,2,1,1,0,rechten,1,810.6599999999162,1
1507,95,1,single,2,1,0,1,0,linken,1,776.2199999999721,1
1507,96,1,single,1,2,0,1,1,rechten,1,712.1999999999534,1
1507,97,1,single,1,2,1,0,0,linken,1,607.3999999999069,1
1507,98,2,single,2,2,0,0,1,rechten,1,897.8600000001024,1
1507,99,1,single,2,2,1,1,0,rechten,1,811.1399999998976,1
1507,100,2,single,2,2,0,0,1,linken,1,635.8200000000652,1
1507,101,1,single,2,2,1,1,0,rechten,1,784.6399999998976,1
1507,102,1,single,1,2,0,1,1,linken,1,783.5600000000559,1
1507,103,2,single,2,2,1,1,0,linken,0,796.7600000000093,1
1507,104,2,single,1,1,0,0,0,linken,1,672.1799999999348,1
1507,105,2,single,1,1,0,1,0,rechten,1,739.6599999999162,1
1507,106,1,single,2,2,0,1,1,linken,1,680.5,1
1507,107,2,single,2,2,1,0,0,linken,1,764.0200000000186,1
1507,108,2,single,1,1,0,0,0,rechten,1,810.5400000000373,1
1507,109,2,single,1,2,0,0,1,linken,1,510.2600000000093,1
1507,110,2,single,1,1,1,0,1,rechten,1,636.2600000000093,1
1507,111,1,single,2,2,1,1,0,linken,1,549.9799999999814,1
1507,112,1,single,1,1,0,0,0,linken,1,704.6999999999534,1
1507,113,1,single,1,1,0,1,0,linken,1,552.8200000000652,1
1507,114,1,single,1,1,0,1,0,rechten,1,1002.9399999999441,1
1507,115,1,single,1,2,0,0,1,linken,0,613.3000000000466,1
1507,116,2,single,2,1,1,0,1,rechten,0,655.8799999998882,1
1507,117,1,single,2,2,1,1,0,linken,1,540.1799999999348,1
1507,118,1,single,1,2,0,0,1,rechten,1,647.2199999999721,1
1507,119,2,single,2,1,1,0,1,rechten,1,576.3200000000652,1
1507,120,2,single,1,2,1,1,0,linken,1,525.6799999999348,1
1507,121,2,single,1,1,0,1,0,rechten,0,586.3999999999069,1
1507,122,1,single,2,1,0,1,0,rechten,1,631.3599999998696,1
1507,123,1,single,1,2,0,1,1,rechten,1,639.0800000000745,1
1507,124,2,single,2,2,1,0,0,rechten,1,912.8799999998882,1
1507,125,2,single,1,1,0,1,0,rechten,1,873.6200000001118,1
1507,126,2,single,1,1,0,1,0,linken,1,678.1400000001304,1
1507,127,1,single,2,1,0,0,0,rechten,1,699.0600000000559,1
1507,128,2,single,2,1,0,1,0,linken,1,656.8999999999069,1
3337,1,1,single,0,0,0,0,0,linken,1,1408,1
3337,2,1,single,1,1,0,0,0,linken,1,937,1
3337,3,1,single,1,1,0,1,0,linken,1,819,1
3337,4,1,single,1,2,0,1,1,linken,1,689.0000000000582,1
3337,5,1,single,1,2,1,1,0,linken,1,640,1
3337,6,2,single,2,1,0,1,0,linken,0,1202.0000000000582,1
3337,7,2,single,1,1,0,1,0,rechten,1,923,1
3337,8,2,single,1,2,0,0,1,linken,1,1666,1
3337,9,1,single,2,1,1,0,1,rechten,1,1188,1
3337,10,1,single,1,1,1,0,1,rechten,1,790,1
3337,11,2,single,2,2,1,0,0,linken,1,894,1
3337,12,1,single,2,2,0,1,1,rechten,1,671.0000000000582,1
3337,13,1,single,1,2,1,0,0,linken,1,884,1
3337,14,1,single,1,2,0,1,1,rechten,1,710,1
3337,15,2,single,2,1,1,0,1,rechten,1,1252,1
3337,16,1,single,2,1,1,0,1,rechten,1,734,1
3337,17,1,single,1,1,1,0,1,linken,1,867,1
3337,18,1,single,1,2,1,1,0,rechten,1,661,1
3337,19,1,single,1,1,0,1,0,rechten,0,877.0000000000582,1
3337,20,1,single,1,2,0,0,1,linken,1,915,1
3337,21,1,single,1,1,1,1,1,rechten,0,862.0000000000582,1
3337,22,2,single,2,2,1,0,0,rechten,1,2004,1
3337,23,1,single,2,2,0,1,1,linken,1,603,1
3337,24,1,single,1,1,1,1,1,rechten,1,696,1
3337,25,1,single,1,2,1,0,0,rechten,1,758,1
3337,26,1,single,1,1,0,0,0,linken,1,747,1
3337,27,2,single,2,1,0,0,0,linken,1,760,1
3337,28,2,single,1,2,0,1,1,rechten,1,533,1
3337,29,2,single,1,1,1,1,1,linken,1,946,1
3337,30,2,single,1,2,1,1,0,linken,1,694.0000000000582,1
3337,31,2,single,1,1,0,1,0,rechten,1,833,1
3337,32,1,single,2,2,0,1,1,linken,1,701,1
3337,33,2,single,2,1,1,1,1,linken,1,641.0000000000582,1
3337,34,2,single,1,1,1,1,1,rechten,1,748,1
3337,35,1,single,2,2,1,0,0,linken,1,694,1
3337,36,2,single,2,2,0,0,1,rechten,1,1200.0000000000582,1
3337,37,2,single,1,1,1,1,1,linken,1,1054,1
3337,38,1,single,2,1,1,0,1,rechten,1,626,1
3337,39,2,single,2,1,1,0,1,rechten,1,843,1
3337,40,2,single,1,2,1,1,0,linken,0,702.0000000000582,1
3337,41,2,single,1,1,0,1,0,linken,1,1153,1
3337,42,2,single,1,2,0,0,1,rechten,1,678,1
3337,43,2,single,1,1,1,1,1,rechten,1,1178,1
3337,44,2,single,1,1,1,0,1,rechten,1,738,1
3337,45,2,single,1,1,1,0,1,linken,0,623,1
3337,46,2,single,1,1,1,1,1,linken,1,1379.0000000000582,1
3337,47,1,single,2,2,1,0,0,linken,1,815.0000000000582,1
3337,48,2,single,2,2,0,0,1,linken,1,1392,1
3337,49,1,single,2,2,1,1,0,rechten,1,594,1
3337,50,2,single,2,1,0,0,0,rechten,0,976,1
3337,51,2,single,1,1,0,1,0,rechten,1,1228.0000000001164,1
3337,52,1,single,2,2,0,1,1,linken,1,633,1
3337,53,2,single,2,2,1,0,0,rechten,1,741,1
3337,54,2,single,1,1,0,0,0,rechten,1,828,1
3337,55,2,single,1,1,0,0,0,rechten,1,674,1
3337,56,1,single,2,2,0,1,1,linken,1,724,1
3337,57,1,single,1,2,1,1,0,linken,0,672,1
3337,58,2,single,2,1,0,0,0,linken,1,1029,1
3337,59,1,single,2,2,0,1,1,linken,1,1261,1
3337,60,2,single,2,1,1,1,1,rechten,1,752,1
3337,61,2,single,1,2,1,1,0,linken,1,697,1
3337,62,1,single,2,1,0,0,0,rechten,1,663.0000000001164,1
3337,63,2,single,2,1,0,1,0,rechten,1,689,1
3337,64,1,single,2,2,0,1,1,rechten,1,811,1
3337,65,1,single,1,2,1,1,0,linken,1,753,1
3337,66,2,single,2,2,0,0,1,rechten,1,1412,1
3337,67,2,single,1,2,1,0,0,linken,0,718,1
3337,68,1,single,2,1,0,1,0,rechten,1,624,1
3337,69,1,single,1,2,0,1,1,rechten,1,571,1
3337,70,1,single,1,1,1,0,1,linken,1,692,1
3337,71,1,single,1,2,1,1,0,rechten,1,657,1
3337,72,1,single,1,1,0,1,0,linken,1,666,1
3337,73,1,single,1,2,0,0,1,linken,1,696,1
3337,74,2,single,2,2,1,0,0,linken,0,611,1
3337,75,2,single,1,2,0,0,1,rechten,1,665,1
3337,76,1,single,2,1,1,0,1,linken,1,602,1
3337,77,1,single,1,2,1,0,0,linken,1,782,1
3337,78,2,single,2,2,0,1,1,rechten,1,552,1
3337,79,1,single,2,1,1,1,1,linken,1,614,1
3337,80,2,single,2,1,1,0,1,linken,1,1233,1
3337,81,1,single,2,2,1,0,0,rechten,1,765,1
3337,82,1,single,1,2,0,1,1,rechten,1,1049,1
3337,83,1,single,1,2,1,0,0,rechten,1,925,1
3337,84,1,single,1,2,0,0,1,rechten,0,609,1
3337,85,2,single,2,1,1,1,1,linken,1,721,1
3337,86,1,single,2,2,1,1,0,linken,1,665,1
3337,87,2,single,2,1,0,1,0,linken,1,921,1
3337,88,2,single,1,2,0,0,1,rechten,1,662,1
3337,89,1,single,2,1,1,1,1,linken,1,998,1
3337,90,1,single,1,2,1,0,0,rechten,0,735,1
3337,91,1,single,1,2,0,0,1,rechten,1,616,1
3337,92,1,single,1,2,1,1,0,linken,0,704,1
3337,93,2,single,2,1,0,1,0,rechten,1,1029,1
3337,94,2,single,1,1,0,1,0,linken,1,1099,1
3337,95,1,single,2,1,0,1,0,rechten,1,819,1
3337,96,2,single,2,2,0,0,1,linken,1,1159,1
3337,97,1,single,2,2,1,0,0,rechten,1,848,1
3337,98,2,single,2,1,0,0,0,rechten,1,1376,1
3337,99,1,single,2,1,0,0,0,linken,1,777,1
3337,100,1,single,1,2,0,0,1,linken,1,631.0000000001164,1
3337,101,1,single,1,2,1,0,0,rechten,1,576,1
3337,102,2,single,2,2,0,0,1,linken,1,1067.0000000001164,1
3337,103,1,single,2,1,1,0,1,linken,1,735,1
3337,104,2,single,2,2,1,0,0,rechten,0,869,1
3337,105,1,single,2,2,0,0,1,linken,1,704,1
3337,106,2,single,2,2,1,0,0,linken,1,1216,1
3337,107,2,single,1,1,0,0,0,linken,1,778,1
3337,108,1,single,2,1,0,0,0,rechten,1,742,1
3337,109,2,single,2,2,0,1,1,rechten,1,705,1
3337,110,1,single,2,1,1,0,1,rechten,1,852,1
3337,111,2,single,2,1,1,1,1,rechten,1,1263,1
3337,112,1,single,2,1,1,1,1,rechten,1,649,1
3337,113,1,single,1,1,1,0,1,rechten,1,833,1
3337,114,2,single,2,2,1,1,0,rechten,1,924,1
3337,115,2,single,1,2,0,0,1,linken,0,769,1
3337,116,2,single,1,2,1,1,0,rechten,1,620,1
3337,117,1,single,2,1,0,1,0,rechten,1,662,1
3337,118,2,single,2,1,0,1,0,linken,1,1067,1
3337,119,1,single,2,1,0,1,0,rechten,1,686,1
3337,120,2,single,2,2,0,1,1,linken,1,1113,1
3337,121,2,single,1,2,1,1,0,rechten,1,999,1
3337,122,2,single,1,2,0,0,1,linken,1,790,1
3337,123,2,single,1,1,1,1,1,linken,0,1010.0000000001164,1
3337,124,2,single,1,1,1,1,1,rechten,1,607,1
3337,125,2,single,1,1,1,1,1,linken,0,622,1
3337,126,2,single,1,2,1,0,0,linken,1,1262,1
3337,127,1,single,2,1,0,1,0,linken,0,657,1
3337,128,2,single,2,1,0,0,0,rechten,1,712,1
3337,1,2,single,0,0,0,1,0,linken,0,832,1
3337,2,1,single,2,2,0,0,1,rechten,1,731,1
3337,3,2,single,2,2,1,0,0,linken,1,929,1
3337,4,1,single,2,1,0,1,0,rechten,1,1416,1
3337,5,1,single,1,2,0,1,1,rechten,1,967.0000000001164,1
3337,6,1,single,1,2,1,1,0,linken,1,590,1
3337,7,1,single,1,1,0,0,0,linken,1,592,1
3337,8,1,single,1,1,0,0,0,linken,1,677,1
3337,9,1,single,1,2,0,0,1,linken,1,613,1
3337,10,2,single,2,2,1,1,0,linken,0,923,1
3337,11,1,single,2,1,0,0,0,linken,1,769.0000000001164,1
3337,12,1,single,1,2,0,1,1,linken,1,582,1
3337,13,1,single,1,2,1,1,0,rechten,1,1440,1
3337,14,2,single,2,1,0,1,0,linken,1,882,1
3337,15,1,single,2,2,0,1,1,rechten,1,697,1
3337,16,1,single,1,1,1,1,1,rechten,1,563,1
3337,17,1,single,1,2,1,1,0,rechten,1,1004,1
3337,18,2,single,2,2,0,1,1,rechten,1,594,1
3337,19,2,single,1,1,1,1,1,rechten,1,663,1
3337,20,1,single,2,2,1,1,0,rechten,1,760,1
3337,21,2,single,2,1,0,0,0,rechten,1,797.0000000001164,1
3337,22,2,single,1,1,0,1,0,linken,1,660,1
3337,23,2,single,1,2,0,0,1,rechten,1,632,1
3337,24,1,single,2,1,1,1,1,linken,1,530,1
3337,25,1,single,1,2,1,1,0,rechten,1,729,1
3337,26,1,single,1,1,0,0,0,linken,1,636,1
3337,27,2,single,2,1,0,1,0,rechten,1,627,1
3337,28,1,single,2,1,0,0,0,rechten,0,602,1
3337,29,2,single,2,2,0,0,1,rechten,1,687,1
3337,30,2,single,1,2,1,0,0,rechten,1,818,1
3337,31,2,single,1,2,0,0,1,rechten,1,763,1
3337,32,2,single,1,1,1,0,1,linken,0,858,1
3337,33,1,single,2,1,1,0,1,linken,1,751,1
3337,34,2,single,2,1,1,1,1,rechten,1,863,1
3337,35,2,single,1,1,1,0,1,linken,1,933,1
3337,36,1,single,2,1,1,1,1,linken,1,1120.0000000001164,1
3337,37,2,single,2,2,1,0,0,rechten,1,1068,1
3337,38,1,single,2,1,0,1,0,linken,1,925,1
3337,39,1,single,1,2,0,1,1,rechten,1,623,1
3337,40,1,single,1,2,1,0,0,linken,1,863,1
3337,41,2,single,2,2,0,0,1,rechten,0,1192,1
3337,42,1,single,2,1,1,0,1,linken,1,1194,1
3337,43,1,single,1,1,1,1,1,rechten,1,649.0000000001164,1
3337,44,2,single,2,1,1,0,1,linken,1,889,1
3337,45,2,single,1,1,1,0,1,rechten,1,714,1
3337,46,2,single,1,1,1,1,1,linken,1,901,1
3337,47,2,single,1,1,1,0,1,rechten,1,979,1
3337,48,1,single,2,2,1,0,0,linken,1,688,1
3337,49,1,single,1,2,0,0,1,linken,1,806,1
3337,50,1,single,1,1,1,1,1,linken,1,646,1
3337,51,2,single,2,1,1,1,1,rechten,1,782,1
3337,52,1,single,2,1,1,1,1,linken,1,632,1
3337,53,2,single,2,2,1,0,0,linken,1,790,1
3337,54,1,single,2,1,0,1,0,rechten,1,876.0000000001164,1
3337,55,1,single,1,1,0,1,0,linken,1,825,1
3337,56,1,single,1,2,0,1,1,rechten,1,789,1
3337,57,2,single,2,2,1,0,0,linken,1,622,1
3337,58,2,single,1,1,0,0,0,linken,1,688,1
3337,59,2,single,1,2,0,0,1,linken,1,974,1
3337,60,2,single,1,2,1,1,0,rechten,0,594,1
3337,61,1,single,2,1,0,1,0,linken,1,717,1
3337,62,1,single,1,1,0,1,0,rechten,1,669,1
3337,63,2,single,2,2,0,1,1,rechten,0,760,1
3337,64,1,single,2,1,1,0,1,rechten,1,670.0000000001164,1
3337,65,2,single,2,1,1,1,1,linken,1,792,1
3337,66,1,single,2,2,1,1,0,linken,1,691,1
3337,67,1,single,1,1,0,0,0,rechten,1,712,1
3337,68,1,single,1,2,0,0,1,rechten,1,639.0000000001164,1
3337,69,2,single,2,2,1,1,0,rechten,1,1036.0000000001164,1
3337,70,2,single,1,2,0,0,1,linken,0,1248,1
3337,71,2,single,1,1,1,1,1,linken,1,783,1
3337,72,1,single,2,2,1,0,0,rechten,1,887.0000000001164,1
3337,73,2,single,2,1,0,0,0,rechten,0,779.0000000001164,1
3337,74,1,single,2,1,0,0,0,rechten,1,769.0000000001164,1
3337,75,1,single,1,2,0,0,1,linken,1,813,1
3337,76,1,single,1,1,1,0,1,rechten,1,763,1
3337,77,1,single,1,2,1,1,0,linken,1,1048,1
3337,78,2,single,2,1,0,0,0,rechten,1,808,1
3337,79,2,single,1,2,0,1,1,linken,1,1222.0000000001164,1
3337,80,2,single,1,2,1,0,0,linken,1,814,1
3337,81,1,single,2,1,0,0,0,rechten,1,749,1
3337,82,2,single,2,2,0,0,1,linken,1,897,1
3337,83,1,single,2,1,1,0,1,rechten,1,846,1
3337,84,2,single,2,1,1,1,1,linken,1,733.0000000001164,1
3337,85,2,single,1,2,1,1,0,rechten,0,923,1
3337,86,1,single,2,2,0,0,1,linken,1,732,1
3337,87,2,single,2,2,1,0,0,linken,1,737,1
3337,88,2,single,1,1,0,0,0,linken,1,794,1
3337,89,1,single,2,1,0,0,0,rechten,1,729,1
3337,90,2,single,2,2,0,0,1,linken,1,1109.0000000001164,1
3337,91,2,single,1,1,1,0,1,linken,1,613,1
3337,92,1,single,2,1,1,0,1,rechten,1,609.0000000001164,1
3337,93,2,single,2,1,1,0,1,rechten,1,940,1
3337,94,2,single,1,2,1,1,0,rechten,1,2017,1
3337,95,1,single,2,2,0,1,1,rechten,1,698,1
3337,96,1,single,1,2,1,1,0,linken,1,651,1
3337,97,2,single,2,2,0,1,1,rechten,1,623,1
3337,98,2,single,1,1,1,1,1,linken,1,931,1
3337,99,1,single,2,2,1,0,0,linken,1,771,1
3337,100,2,single,2,2,0,1,1,linken,1,1131,1
3337,101,2,single,1,2,1,1,0,linken,1,972,1
3337,102,1,single,2,2,0,0,1,rechten,1,637,1
3337,103,2,single,2,2,1,1,0,linken,1,718,1
3337,104,2,single,1,1,0,1,0,linken,1,678,1
3337,105,1,single,2,2,0,1,1,linken,1,599,1
3337,106,1,single,1,2,1,0,0,rechten,1,735,1
3337,107,2,single,2,1,0,1,0,rechten,0,651,1
3337,108,1,single,2,2,0,0,1,linken,1,710,1
3337,109,2,single,2,1,1,1,1,rechten,1,1163.0000000001164,1
3337,110,2,single,1,1,1,1,1,linken,1,861,1
3337,111,2,single,1,2,1,1,0,rechten,1,1089,1
3337,112,1,single,2,1,0,1,0,rechten,1,799,1
3337,113,1,single,1,2,0,1,1,linken,1,759,1
3337,114,2,single,2,1,1,0,1,rechten,1,999,1
3337,115,2,single,1,2,1,1,0,rechten,1,630,1
3337,116,2,single,1,1,0,0,0,rechten,1,524,1
3337,117,2,single,1,2,0,1,1,rechten,1,573,1
3337,118,2,single,1,2,1,0,0,rechten,1,619,1
3337,119,1,single,2,2,0,1,1,linken,0,559,1
3337,120,1,single,1,1,1,0,1,rechten,1,721.0000000001164,1
3337,121,1,single,1,2,1,1,0,linken,1,712,1
3337,122,1,single,1,2,0,1,1,rechten,1,626.0000000001164,1
3337,123,1,single,1,2,1,0,0,linken,1,756,1
3337,124,1,single,1,1,0,0,0,rechten,1,859,1
3337,125,2,single,2,1,0,0,0,rechten,1,984.0000000001164,1
3337,126,2,single,1,1,0,1,0,linken,0,1652,1
3337,127,1,single,2,2,0,0,1,linken,1,622,1
3337,128,2,single,2,2,1,0,0,linken,1,1786.9999999998836,1
3337,1,2,single,0,0,0,0,1,linken,0,843.0000000001164,1
3337,2,1,single,2,1,1,0,1,rechten,1,780,1
3337,3,1,single,1,2,1,1,0,rechten,1,672,1
3337,4,1,single,1,2,0,1,1,rechten,1,608,1
3337,5,1,single,1,1,1,0,1,rechten,1,567.9999999998836,1
3337,6,1,single,1,2,1,1,0,linken,1,1037,1
3337,7,1,single,1,2,0,1,1,rechten,1,783,1
3337,8,2,single,2,1,1,0,1,rechten,1,929,1
3337,9,2,single,1,1,1,0,1,linken,0,948,1
3337,10,1,single,2,1,1,1,1,linken,1,625,1
3337,11,1,single,1,1,1,0,1,linken,1,789,1
3337,12,2,single,2,1,1,0,1,rechten,1,1111,1
3337,13,1,single,2,1,1,1,1,linken,0,985,1
3337,14,2,single,2,1,1,1,1,linken,1,880,1
3337,15,2,single,1,2,1,1,0,rechten,1,649,1
3337,16,1,single,2,2,0,0,1,rechten,1,1178,1
3337,17,2,single,2,2,1,0,0,linken,1,668,1
3337,18,1,single,2,1,0,1,0,linken,1,1502,1
3337,19,1,single,1,2,0,0,1,linken,0,817,1
3337,20,1,single,1,1,1,0,1,linken,1,738,1
3337,21,2,single,2,2,1,0,0,linken,1,1124,1
3337,22,1,single,2,2,0,0,1,linken,1,611,1
3337,23,2,single,2,2,1,0,0,rechten,1,867,1
3337,24,2,single,1,1,0,0,0,rechten,0,723,1
3337,25,2,single,1,1,0,0,0,rechten,1,733,1
3337,26,2,single,1,2,0,1,1,rechten,1,721,1
3337,27,1,single,2,2,1,0,0,linken,1,720,1
3337,28,1,single,1,1,0,0,0,rechten,1,720,1
3337,29,1,single,1,1,0,0,0,rechten,1,930,1
3337,30,1,single,1,2,0,0,1,rechten,0,596,1
3337,31,1,single,1,1,1,0,1,rechten,1,620,1
3337,32,2,single,2,2,1,0,0,linken,1,732,1
3337,33,2,single,1,2,0,1,1,rechten,1,563,1
3337,34,1,single,2,1,1,1,1,rechten,1,744.0000000002328,1
3337,35,2,single,2,1,1,1,1,rechten,1,702.0000000002328,1
3337,36,2,single,1,2,1,0,0,rechten,1,1386,1
3337,37,1,single,2,1,0,0,0,linken,1,809.0000000002328,1
3337,38,2,single,2,2,0,0,1,rechten,1,1078,1
3337,39,1,single,2,2,1,0,0,rechten,1,700,1
3337,40,2,single,2,1,0,0,0,linken,1,1225,1
3337,41,1,single,2,2,0,1,1,linken,1,1159,1
3337,42,2,single,2,1,1,1,1,linken,1,865,1
3337,43,1,single,2,1,1,1,1,rechten,1,1013,1
3337,44,1,single,1,2,1,1,0,rechten,1,674,1
3337,45,1,single,1,2,0,1,1,rechten,1,955,1
3337,46,1,single,1,2,1,1,0,rechten,1,669,1
3337,47,1,single,1,1,0,1,0,rechten,1,631,1
3337,48,2,single,2,2,0,0,1,linken,1,676,1
3337,49,1,single,2,2,1,0,0,rechten,1,623,1
3337,50,2,single,2,1,0,1,0,rechten,1,987,1
3337,51,1,single,2,2,0,0,1,rechten,1,923,1
3337,52,2,single,2,1,1,1,1,linken,1,1035,1
3337,53,1,single,2,2,1,0,0,linken,0,595,1
3337,54,2,single,2,1,0,0,0,linken,1,664,1
3337,55,1,single,2,1,0,1,0,linken,1,625,1
3337,56,2,single,2,2,0,1,1,linken,0,671,1
3337,57,2,single,1,1,1,0,1,rechten,1,633,1
3337,58,2,single,1,1,1,1,1,linken,1,913,1
3337,59,1,single,2,2,1,0,0,linken,1,641,1
3337,60,1,single,1,2,0,1,1,linken,1,707,1
3337,61,2,single,2,1,1,0,1,linken,1,782,1
3337,62,2,single,1,2,1,0,0,rechten,1,629,1
3337,63,1,single,2,1,0,0,0,rechten,1,761,1
3337,64,1,single,1,1,0,0,0,rechten,1,958,1
3337,65,2,single,2,1,0,1,0,rechten,1,622.0000000002328,1
3337,66,1,single,2,1,0,0,0,linken,1,515,1
3337,67,1,single,1,1,0,0,0,linken,1,623,1
3337,68,2,single,2,2,0,0,1,linken,0,596,1
3337,69,1,single,2,2,1,0,0,linken,1,661,1
3337,70,1,single,1,1,0,1,0,rechten,1,726,1
3337,71,1,single,1,2,0,1,1,rechten,1,680.0000000002328,1
3337,72,2,single,2,2,1,1,0,linken,1,661,1
3337,73,2,single,1,1,0,0,0,rechten,1,608,1
3337,74,1,single,2,2,0,1,1,linken,1,712,1
3337,75,2,single,2,2,1,1,0,linken,1,668,1
3337,76,2,single,1,1,0,1,0,rechten,1,782,1
3337,77,1,single,2,1,0,1,0,linken,1,985,1
3337,78,2,single,2,2,0,1,1,rechten,0,959,1
3337,79,2,single,1,1,1,1,1,rechten,1,603,1
3337,80,1,single,2,1,1,0,1,linken,1,604,1
3337,81,2,single,2,2,1,1,0,rechten,1,580,1
3337,82,2,single,1,2,0,1,1,linken,1,865,1
3337,83,2,single,1,1,1,0,1,rechten,0,802,1
3337,84,1,single,2,1,1,1,1,rechten,1,564,1
3337,85,2,single,2,1,1,1,1,rechten,1,616,1
3337,86,2,single,1,2,1,0,0,rechten,1,677,1
3337,87,1,single,2,2,0,0,1,linken,1,495,1
3337,88,1,single,1,1,1,1,1,linken,1,562,1
3337,89,1,single,1,2,1,1,0,rechten,1,635,1
3337,90,1,single,1,1,0,1,0,linken,1,576,1
3337,91,2,single,2,2,0,0,1,linken,0,563,1
3337,92,2,single,1,2,1,1,0,linken,1,623.0000000002328,1
3337,93,1,single,2,2,0,0,1,rechten,1,857,1
3337,94,1,single,1,2,1,1,0,linken,1,584,1
3337,95,1,single,1,1,0,1,0,rechten,1,687,1
3337,96,2,single,2,1,0,0,0,linken,1,715,1
3337,97,1,single,2,2,0,1,1,linken,1,980,1
3337,98,2,single,2,1,1,0,1,rechten,1,583,1
3337,99,2,single,1,1,1,0,1,linken,1,708,1
3337,100,2,single,1,1,1,0,1,linken,1,1061,1
3337,101,2,single,1,2,1,1,0,linken,1,694,1
3337,102,1,single,2,2,0,0,1,linken,1,1482,1
3337,103,1,single,1,1,1,1,1,rechten,1,651,1
3337,104,1,single,1,2,1,0,0,rechten,0,656,1
3337,105,1,single,1,2,0,1,1,linken,1,612,1
