group,subjectid,block,trial,latency,accuracy,task,tasksequence
BI_C_Digit,11.0,4.0,113,1035.0,1.0,3.0,ABA
BI_C_Digit,11.0,4.0,114,2161.0,1.0,1.0,ABA
BI_C_Digit,11.0,4.0,115,854.0,0.0,3.0,ABA
BI_C_Digit,11.0,4.0,116,322.0,1.0,1.0,ABA
BI_C_Digit,11.0,4.0,117,742.0,0.0,3.0,ABA
BI_C_Digit,11.0,4.0,118,397.0,1.0,1.0,ABA
BI_C_Digit,11.0,4.0,119,539.0,1.0,3.0,ABA
BI_C_Digit,11.0,4.0,120,992.0,0.0,2.0,CBA
BI_C_Digit,12.0,1.0,1,616.0,1.0,3.0,0.0
BI_C_Digit,12.0,1.0,2,817.0,1.0,2.0,0.0
BI_C_Digit,12.0,1.0,3,704.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,4,818.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,5,754.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,6,1135.0,0.0,2.0,ABA
BI_C_Digit,12.0,1.0,7,491.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,8,901.0,0.0,2.0,ABA
BI_C_Digit,12.0,1.0,9,625.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,10,457.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,11,809.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,12,452.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,13,571.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,14,898.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,15,1094.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,16,1539.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,17,1295.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,18,501.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,19,1129.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,20,649.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,21,678.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,22,895.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,23,614.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,24,636.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,25,577.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,26,351.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,27,1098.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,28,515.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,29,521.0,0.0,3.0,ABA
BI_C_Digit,12.0,1.0,30,674.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,31,884.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,32,528.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,33,757.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,34,465.0,0.0,3.0,CBA
BI_C_Digit,12.0,1.0,35,729.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,36,445.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,37,707.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,38,735.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,39,405.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,40,903.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,41,434.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,42,694.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,43,1214.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,44,970.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,45,554.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,46,910.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,47,894.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,48,850.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,49,706.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,50,434.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,51,1074.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,52,824.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,53,961.0,0.0,2.0,ABA
BI_C_Digit,12.0,1.0,54,673.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,55,1059.0,0.0,2.0,ABA
BI_C_Digit,12.0,1.0,56,1010.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,57,621.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,58,975.0,0.0,1.0,ABA
BI_C_Digit,12.0,1.0,59,817.0,0.0,2.0,ABA
BI_C_Digit,12.0,1.0,60,704.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,61,1291.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,62,608.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,63,887.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,64,782.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,65,649.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,66,493.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,67,638.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,68,431.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,69,665.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,70,600.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,71,1320.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,72,881.0,0.0,2.0,CBA
BI_C_Digit,12.0,1.0,73,477.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,74,805.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,75,784.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,76,891.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,77,503.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,78,535.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,79,826.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,80,670.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,81,978.0,0.0,3.0,CBA
BI_C_Digit,12.0,1.0,82,431.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,83,377.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,84,530.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,85,444.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,86,551.0,0.0,1.0,CBA
BI_C_Digit,12.0,1.0,87,500.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,88,364.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,89,641.0,0.0,3.0,CBA
BI_C_Digit,12.0,1.0,90,696.0,0.0,1.0,ABA
BI_C_Digit,12.0,1.0,91,351.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,92,500.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,93,463.0,0.0,3.0,CBA
BI_C_Digit,12.0,1.0,94,388.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,95,848.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,96,1070.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,97,557.0,0.0,3.0,ABA
BI_C_Digit,12.0,1.0,98,537.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,99,2037.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,100,843.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,101,747.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,102,1373.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,103,523.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,104,998.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,105,438.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,106,1016.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,107,707.0,1.0,2.0,ABA
BI_C_Digit,12.0,1.0,108,545.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,109,958.0,1.0,3.0,CBA
BI_C_Digit,12.0,1.0,110,985.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,111,972.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,112,1092.0,0.0,1.0,ABA
BI_C_Digit,12.0,1.0,113,1092.0,1.0,3.0,ABA
BI_C_Digit,12.0,1.0,114,528.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,115,1233.0,1.0,1.0,CBA
BI_C_Digit,12.0,1.0,116,796.0,0.0,3.0,CBA
BI_C_Digit,12.0,1.0,117,910.0,1.0,1.0,ABA
BI_C_Digit,12.0,1.0,118,503.0,0.0,3.0,ABA
BI_C_Digit,12.0,1.0,119,1306.0,1.0,2.0,CBA
BI_C_Digit,12.0,1.0,120,595.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,1,688.0,1.0,2.0,0.0
BI_C_Digit,12.0,2.0,2,560.0,1.0,1.0,0.0
BI_C_Digit,12.0,2.0,3,455.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,4,613.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,5,741.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,6,662.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,7,598.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,8,1606.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,9,432.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,10,596.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,11,1220.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,12,2476.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,13,786.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,14,1025.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,15,492.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,16,1363.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,17,691.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,18,1401.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,19,1439.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,20,484.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,21,783.0,0.0,1.0,ABA
BI_C_Digit,12.0,2.0,22,1195.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,23,1149.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,24,1004.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,25,1402.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,26,484.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,27,317.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,28,526.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,29,341.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,30,1049.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,31,1167.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,32,672.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,33,1333.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,34,411.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,35,1140.0,0.0,3.0,CBA
BI_C_Digit,12.0,2.0,36,981.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,37,432.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,38,774.0,0.0,1.0,ABA
BI_C_Digit,12.0,2.0,39,480.0,0.0,3.0,CBA
BI_C_Digit,12.0,2.0,40,1036.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,41,539.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,42,2563.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,43,2547.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,44,776.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,45,370.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,46,617.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,47,846.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,48,1550.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,49,693.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,50,555.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,51,980.0,0.0,1.0,CBA
BI_C_Digit,12.0,2.0,52,651.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,53,813.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,54,596.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,55,576.0,0.0,2.0,ABA
BI_C_Digit,12.0,2.0,56,890.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,57,477.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,58,904.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,59,1001.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,60,888.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,61,621.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,62,731.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,63,843.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,64,539.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,65,469.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,66,1043.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,67,666.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,68,524.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,69,950.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,70,1220.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,71,855.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,72,986.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,73,873.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,74,422.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,75,1051.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,76,1008.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,77,442.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,78,584.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,79,1033.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,80,1844.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,81,711.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,82,752.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,83,705.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,84,797.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,85,1013.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,86,2128.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,87,1256.0,0.0,3.0,CBA
BI_C_Digit,12.0,2.0,88,348.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,89,504.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,90,448.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,91,436.0,0.0,3.0,ABA
BI_C_Digit,12.0,2.0,92,1096.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,93,475.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,94,532.0,1.0,1.0,ABA
BI_C_Digit,12.0,2.0,95,424.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,96,510.0,0.0,3.0,CBA
BI_C_Digit,12.0,2.0,97,1316.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,98,558.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,99,1084.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,100,1285.0,1.0,3.0,ABA
BI_C_Digit,12.0,2.0,101,1418.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,102,2634.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,103,733.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,104,634.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,105,984.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,106,760.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,107,799.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,108,1268.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,109,1166.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,110,1296.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,111,775.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,112,443.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,113,456.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,114,549.0,1.0,2.0,CBA
BI_C_Digit,12.0,2.0,115,1177.0,1.0,1.0,CBA
BI_C_Digit,12.0,2.0,116,979.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,117,609.0,1.0,3.0,CBA
BI_C_Digit,12.0,2.0,118,686.0,1.0,2.0,ABA
BI_C_Digit,12.0,2.0,119,926.0,0.0,3.0,ABA
BI_C_Digit,12.0,2.0,120,1431.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,1,1044.0,1.0,3.0,0.0
BI_C_Digit,12.0,3.0,2,402.0,1.0,2.0,0.0
BI_C_Digit,12.0,3.0,3,567.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,4,394.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,5,391.0,0.0,3.0,ABA
BI_C_Digit,12.0,3.0,6,1184.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,7,428.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,8,345.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,9,456.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,10,942.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,11,658.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,12,575.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,13,1191.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,14,1006.0,0.0,3.0,ABA
BI_C_Digit,12.0,3.0,15,575.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,16,3945.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,17,848.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,18,1485.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,19,652.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,20,1177.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,21,688.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,22,619.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,23,714.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,24,765.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,25,1340.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,26,722.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,27,1059.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,28,864.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,29,2770.0,0.0,3.0,CBA
BI_C_Digit,12.0,3.0,30,819.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,31,1434.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,32,504.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,33,649.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,34,480.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,35,882.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,36,782.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,37,459.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,38,536.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,39,469.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,40,627.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,41,914.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,42,1089.0,0.0,1.0,CBA
BI_C_Digit,12.0,3.0,43,810.0,0.0,3.0,ABA
BI_C_Digit,12.0,3.0,44,562.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,45,647.0,0.0,2.0,CBA
BI_C_Digit,12.0,3.0,46,418.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,47,390.0,0.0,3.0,CBA
BI_C_Digit,12.0,3.0,48,393.0,0.0,2.0,CBA
BI_C_Digit,12.0,3.0,49,807.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,50,1098.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,51,368.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,52,734.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,53,923.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,54,498.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,55,588.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,56,1943.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,57,654.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,58,717.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,59,1288.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,60,782.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,61,1568.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,62,708.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,63,1116.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,64,840.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,65,1364.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,66,1546.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,67,424.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,68,884.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,69,709.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,70,942.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,71,454.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,72,461.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,73,521.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,74,533.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,75,703.0,0.0,3.0,CBA
BI_C_Digit,12.0,3.0,76,444.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,77,449.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,78,525.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,79,1014.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,80,1001.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,81,2003.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,82,2179.0,0.0,1.0,ABA
BI_C_Digit,12.0,3.0,83,696.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,84,484.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,85,969.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,86,492.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,87,1373.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,88,1753.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,89,474.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,90,1266.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,91,791.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,92,1477.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,93,1293.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,94,1241.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,95,1421.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,96,504.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,97,770.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,98,445.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,99,506.0,1.0,2.0,ABA
BI_C_Digit,12.0,3.0,100,665.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,101,1756.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,102,921.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,103,745.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,104,521.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,105,1082.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,106,811.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,107,743.0,1.0,3.0,CBA
BI_C_Digit,12.0,3.0,108,575.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,109,649.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,110,364.0,1.0,2.0,CBA
BI_C_Digit,12.0,3.0,111,488.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,112,686.0,1.0,1.0,CBA
BI_C_Digit,12.0,3.0,113,691.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,114,542.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,115,519.0,0.0,3.0,ABA
BI_C_Digit,12.0,3.0,116,464.0,0.0,1.0,ABA
BI_C_Digit,12.0,3.0,117,504.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,118,817.0,1.0,1.0,ABA
BI_C_Digit,12.0,3.0,119,440.0,1.0,3.0,ABA
BI_C_Digit,12.0,3.0,120,388.0,1.0,2.0,CBA
BI_C_Digit,12.0,4.0,1,456.0,1.0,3.0,0.0
BI_C_Digit,12.0,4.0,2,383.0,1.0,2.0,0.0
BI_C_Digit,12.0,4.0,3,329.0,1.0,3.0,ABA
BI_C_Digit,12.0,4.0,4,363.0,1.0,1.0,CBA
BI_C_Digit,12.0,4.0,5,622.0,1.0,3.0,ABA
BI_C_Digit,12.0,4.0,6,552.0,1.0,2.0,CBA
BI_C_Digit,12.0,4.0,7,623.0,1.0,1.0,CBA
BI_C_Digit,12.0,4.0,8,422.0,1.0,3.0,CBA
BI_C_Digit,12.0,4.0,9,2276.0,1.0,1.0,ABA
BI_C_Digit,12.0,4.0,10,590.0,1.0,3.0,ABA
BI_C_Digit,12.0,4.0,11,403.0,1.0,2.0,CBA
BI_C_Digit,12.0,4.0,12,419.0,1.0,1.0,CBA
BI_C_Digit,12.0,4.0,13,563.0,1.0,3.0,CBA
BI_C_Digit,12.0,4.0,14,533.0,1.0,2.0,CBA
BI_C_Digit,12.0,4.0,15,427.0,1.0,3.0,ABA
BI_C_Digit,12.0,4.0,16,441.0,1.0,1.0,CBA
BI_C_Digit,12.0,4.0,17,604.0,1.0,3.0,ABA
BI_C_Digit,12.0,4.0,18,407.0,1.0,1.0,ABA
BI_C_Digit,12.0,4.0,19,680.0,1.0,2.0,CBA
BI_C_Digit,12.0,4.0,20,493.0,1.0,3.0,CBA
BI_C_Digit,12.0,4.0,21,1057.0,1.0,1.0,CBA
BI_C_Digit,12.0,4.0,22,592.0,1.0,3.0,ABA
BI_C_Digit,12.0,4.0,23,677.0,1.0,1.0,ABA
BI_C_Digit,12.0,4.0,24,539.0,1.0,2.0,CBA
BI_C_Digit,12.0,4.0,25,459.0,1.0,1.0,ABA
BI_C_Digit,12.0,4.0,26,541.0,1.0,2.0,ABA
BI_C_Digit,12.0,4.0,27,586.0,1.0,3.0,CBA
BI_C_Digit,12.0,4.0,28,440.0,1.0,1.0,CBA
