group,subjectid,block,trial,latency,accuracy,task,tasksequence,source,points,reward
BI_C2_Digit,49.0,1.0,1,1047.0,1.0,2.0,0.0,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,2,684.0,1.0,1.0,0.0,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,3,1007.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,4,1174.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,5,1494.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,6,427.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,7,497.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,8,909.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,9,417.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,10,544.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,11,1873.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,12,575.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,13,736.0,0.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,14,1126.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,15,585.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,16,610.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,17,642.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,18,1415.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,19,799.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,20,1279.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,21,556.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,22,662.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,23,779.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,24,427.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,25,602.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,26,370.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,27,603.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,28,491.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,29,599.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,30,376.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,31,1247.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,32,782.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,33,487.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,34,987.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,35,1204.0,0.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,36,1200.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,37,576.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,38,417.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,39,616.0,0.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,40,2284.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,41,898.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,42,358.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,43,439.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,44,364.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,45,894.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,46,746.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,47,500.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,48,944.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,49,555.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,50,797.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,51,468.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,52,801.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,53,1146.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,54,500.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,55,1216.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,56,1160.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,57,809.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,58,512.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,59,996.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,60,1508.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,61,936.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,62,867.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,63,376.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,64,720.0,0.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,65,623.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,66,1462.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,67,1924.0,0.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,68,1340.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,69,518.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,70,1257.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,71,407.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,72,366.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,73,408.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,74,359.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,75,456.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,76,1117.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,77,792.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,78,344.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,79,698.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,80,534.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,81,1273.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,82,717.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,83,857.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,84,694.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,85,955.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,86,684.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,87,1777.0,0.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,88,1014.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,89,637.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,90,732.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,91,1279.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,92,516.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,93,1159.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,94,457.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,95,613.0,0.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,96,1561.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,97,499.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,98,751.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,99,1049.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,100,1200.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,101,831.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,102,590.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,103,1230.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,104,780.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,105,901.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,106,961.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,107,601.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,108,1241.0,0.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,109,772.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,110,1405.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,111,1148.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,112,591.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,113,686.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,114,587.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,115,1211.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,116,723.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,117,1326.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,118,1241.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,119,798.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,1.0,120,422.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,1,607.0,1.0,3.0,0.0,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,2,687.0,1.0,2.0,0.0,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,3,515.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,4,358.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,5,904.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,6,435.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,7,570.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,8,691.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,9,535.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,10,530.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,11,453.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,12,987.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,13,507.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,14,830.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,15,349.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,16,503.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,17,468.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,18,513.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,19,708.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,20,687.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,21,580.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,22,581.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,23,581.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,24,662.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,25,1332.0,0.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,26,1074.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,27,767.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,28,945.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,29,619.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,30,1139.0,0.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,31,425.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,32,415.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,33,942.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,34,1217.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,35,1312.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,36,676.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,37,449.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,38,775.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,39,471.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,40,812.0,0.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,41,608.0,0.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,42,995.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,43,1596.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,44,917.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,45,807.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,46,1063.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,47,981.0,0.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,48,1026.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,49,569.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,50,874.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,51,1174.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,52,735.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,53,770.0,0.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,54,1047.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,55,1094.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,56,1289.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,57,758.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,58,495.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,59,1115.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,60,375.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,61,296.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,62,404.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,63,492.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,64,623.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,65,1094.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,66,442.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,67,680.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,68,693.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,69,1121.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,70,348.0,1.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,71,717.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,72,1097.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,73,989.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,74,326.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,75,448.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,76,654.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,77,733.0,1.0,2.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,78,710.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,79,2234.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,80,1114.0,0.0,1.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,81,674.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,82,895.0,1.0,1.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,83,371.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,84,427.0,1.0,3.0,CBA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,85,514.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,86,357.0,1.0,3.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
BI_C2_Digit,49.0,2.0,87,575.0,1.0,2.0,ABA,Raw_Data_III_Digit_Paradigm_2nd_Control_Group,,
