group,subjectid,block,trial,latency,accuracy,task,tasksequence,source,points,reward
BI_R_Digit,7.0,1.0,46,962.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,47,592.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,48,1328.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,49,1582.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,50,666.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,51,1575.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,52,846.0,0.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,53,1325.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,54,1308.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,55,1875.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,56,720.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,57,1195.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,58,477.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,59,743.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,60,1331.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,61,1220.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,62,563.0,0.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,63,1226.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,64,1113.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,65,1404.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,66,815.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,67,828.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,68,591.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,69,947.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,70,1451.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,71,1302.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,72,570.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,73,446.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,74,570.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,75,1037.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,76,923.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,77,513.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,78,554.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,79,561.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,80,1326.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,81,1047.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,82,1081.0,0.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,83,1736.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,84,2616.0,0.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,85,1032.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,86,875.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,87,1004.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,88,484.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,89,1239.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,90,638.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,91,429.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,92,597.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,93,417.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,94,587.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,95,1070.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,96,687.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,97,477.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,98,1064.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,99,1561.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,100,508.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,101,771.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,102,425.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,103,616.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,104,536.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,105,786.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,106,1440.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,107,576.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,108,1159.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,109,782.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,110,837.0,0.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,111,2155.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,112,966.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,113,455.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,114,662.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,115,1024.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,116,1213.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,117,797.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,118,529.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,119,542.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,1.0,120,640.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,1,1250.0,0.0,3.0,0.0,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,2,941.0,1.0,2.0,0.0,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,3,827.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,4,551.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,5,1485.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,6,2031.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,7,918.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,8,468.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,9,416.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,10,734.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,11,930.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,12,520.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,13,504.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,14,616.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,15,1594.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,16,735.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,17,1041.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,18,466.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,19,867.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,20,1201.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,21,669.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,22,509.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,23,874.0,0.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,24,1428.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,25,1551.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,26,396.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,27,1309.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,28,1229.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,29,572.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,30,351.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,31,470.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,32,402.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,33,541.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,34,495.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,35,975.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,36,770.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,37,586.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,38,465.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,39,1299.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,40,482.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,41,452.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,42,454.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,43,404.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,44,482.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,45,485.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,46,515.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,47,488.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,48,459.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,49,1287.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,50,1666.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,51,1692.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,52,713.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,53,758.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,54,993.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,55,571.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,56,866.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,57,769.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,58,728.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,59,824.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,60,763.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,61,815.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,62,892.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,63,684.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,64,736.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,65,1028.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,66,1388.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,67,511.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,68,692.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,69,1123.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,70,1501.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,71,1528.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,72,817.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,73,493.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,74,930.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,75,1981.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,76,944.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,77,1113.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,78,1355.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,79,406.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,80,1401.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,81,546.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,82,818.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,83,427.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,84,1696.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,85,547.0,0.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,86,727.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,87,905.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,88,439.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,89,1155.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,90,347.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,91,876.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,92,981.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,93,1038.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,94,912.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,95,770.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,96,1347.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,97,1514.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,98,494.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,99,661.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,100,530.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,101,1182.0,0.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,102,809.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,103,3016.0,0.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,104,598.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,105,1220.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,106,797.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,107,573.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,108,552.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,109,773.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,110,375.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,111,896.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,112,457.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,113,514.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,114,1047.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,115,465.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,116,620.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,117,467.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,118,776.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,119,1170.0,1.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,2.0,120,644.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,5,1012.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,12,547.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,15,522.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,21,382.0,0.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,22,626.0,0.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,24,571.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,25,798.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,28,404.0,0.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,31,449.0,0.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,34,932.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,39,717.0,0.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,41,914.0,1.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,46,579.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,47,474.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,49,655.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,51,539.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,60,547.0,0.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,61,477.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,62,954.0,0.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,65,511.0,0.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,72,578.0,0.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,74,1170.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,75,902.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,82,462.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,84,520.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,85,630.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,95,696.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,96,841.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,99,1075.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,101,2986.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,104,1320.0,0.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,105,467.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,108,488.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,109,861.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,110,621.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,113,719.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,114,908.0,0.0,2.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,119,871.0,0.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,3.0,120,1592.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,3,373.0,0.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,9,563.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,15,512.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,17,534.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,26,306.0,0.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,32,680.0,1.0,1.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,33,959.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,35,954.0,1.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,36,612.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,43,450.0,0.0,3.0,ABA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,49,560.0,1.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,50,675.0,1.0,3.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,53,276.0,0.0,1.0,CBA,Raw_Data_II_Digit_Paradigm,,
BI_R_Digit,7.0,4.0,58,540.0,0.0,2.0,ABA,Raw_Data_II_Digit_Paradigm,,
