rt,trial_index,subjectHandedness,subjectAge,subjectGender,key_press,correct_choice,coherent_movement_direction,coherence_movement,coherence_orientation,task,block,subject_id,accuracy,moving_up,moving_down,pointing_up,pointing_down
588.0,253,r,30,m,70.0,f,90.0,65.0,50.0,movement,1.0,11,1,65.0,35.0,50.0,50.0
813.0,256,r,30,m,70.0,f,90.0,30.0,23.076923076923077,movement,1.0,11,1,30.0,70.0,23.076923076923077,23.076923076923077
871.0,259,r,30,m,70.0,f,90.0,65.0,50.0,movement,1.0,11,1,65.0,35.0,50.0,50.0
724.0,262,r,30,m,74.0,j,270.0,65.0,50.0,movement,1.0,11,1,35.0,65.0,50.0,50.0
725.0,265,r,30,m,70.0,j,270.0,65.0,50.0,movement,1.0,11,0,35.0,65.0,50.0,50.0
598.0,269,r,30,m,70.0,f,90.0,90.0,100.0,movement,2.0,11,1,90.0,10.0,100.0,0.0
704.0,272,r,30,m,74.0,j,270.0,60.0,100.0,movement,2.0,11,1,40.0,60.0,0.0,100.0
846.0,275,r,30,m,74.0,j,270.0,75.0,100.0,movement,2.0,11,1,25.0,75.0,0.0,100.0
671.0,278,r,30,m,70.0,f,90.0,90.0,0.0,movement,2.0,11,1,90.0,10.0,0.0,100.0
659.0,281,r,30,m,74.0,j,270.0,60.0,25.0,movement,2.0,11,1,40.0,60.0,75.0,25.0
558.0,284,r,30,m,70.0,f,90.0,90.0,25.0,movement,2.0,11,1,90.0,10.0,25.0,75.0
518.0,287,r,30,m,74.0,j,270.0,60.0,75.0,movement,2.0,11,1,40.0,60.0,25.0,75.0
516.0,290,r,30,m,70.0,f,90.0,75.0,75.0,movement,2.0,11,1,75.0,25.0,75.0,25.0
549.0,293,r,30,m,70.0,f,90.0,90.0,75.0,movement,2.0,11,1,90.0,10.0,75.0,25.0
1155.0,296,r,30,m,70.0,j,270.0,60.0,0.0,movement,2.0,11,0,40.0,60.0,100.0,0.0
663.0,299,r,30,m,74.0,j,270.0,75.0,75.0,movement,2.0,11,1,25.0,75.0,25.0,75.0
684.0,302,r,30,m,70.0,f,90.0,75.0,0.0,movement,2.0,11,1,75.0,25.0,0.0,100.0
1678.0,305,r,30,m,74.0,j,270.0,75.0,25.0,movement,2.0,11,1,25.0,75.0,75.0,25.0
720.0,308,r,30,m,70.0,f,90.0,75.0,100.0,movement,2.0,11,1,75.0,25.0,100.0,0.0
654.0,311,r,30,m,70.0,f,90.0,75.0,25.0,movement,2.0,11,1,75.0,25.0,25.0,75.0
704.0,314,r,30,m,74.0,f,90.0,60.0,75.0,movement,2.0,11,0,60.0,40.0,75.0,25.0
648.0,317,r,30,m,70.0,f,90.0,60.0,100.0,movement,2.0,11,1,60.0,40.0,100.0,0.0
1202.0,320,r,30,m,74.0,j,270.0,75.0,0.0,movement,2.0,11,1,25.0,75.0,100.0,0.0
877.0,323,r,30,m,70.0,f,90.0,60.0,0.0,movement,2.0,11,1,60.0,40.0,0.0,100.0
711.0,326,r,30,m,70.0,f,90.0,90.0,25.0,movement,2.0,11,1,90.0,10.0,25.0,75.0
671.0,329,r,30,m,74.0,f,90.0,60.0,25.0,movement,2.0,11,0,60.0,40.0,25.0,75.0
654.0,332,r,30,m,70.0,f,90.0,90.0,100.0,movement,2.0,11,1,90.0,10.0,100.0,0.0
773.0,335,r,30,m,74.0,j,270.0,90.0,75.0,movement,2.0,11,1,10.0,90.0,25.0,75.0
533.0,338,r,30,m,74.0,j,270.0,90.0,100.0,movement,2.0,11,1,10.0,90.0,0.0,100.0
495.0,341,r,30,m,74.0,j,270.0,90.0,25.0,movement,2.0,11,1,10.0,90.0,75.0,25.0
503.0,344,r,30,m,74.0,j,270.0,90.0,0.0,movement,2.0,11,1,10.0,90.0,100.0,0.0
514.0,347,r,30,m,70.0,f,90.0,90.0,75.0,movement,2.0,11,1,90.0,10.0,75.0,25.0
831.0,350,r,30,m,70.0,f,90.0,90.0,0.0,movement,2.0,11,1,90.0,10.0,0.0,100.0
999.0,353,r,30,m,70.0,f,90.0,75.0,75.0,movement,2.0,11,1,75.0,25.0,75.0,25.0
543.0,356,r,30,m,70.0,f,90.0,75.0,100.0,movement,2.0,11,1,75.0,25.0,100.0,0.0
643.0,359,r,30,m,70.0,f,90.0,75.0,25.0,movement,2.0,11,1,75.0,25.0,25.0,75.0
588.0,362,r,30,m,70.0,f,90.0,75.0,0.0,movement,2.0,11,1,75.0,25.0,0.0,100.0
587.0,365,r,30,m,70.0,f,90.0,90.0,100.0,movement,2.0,11,1,90.0,10.0,100.0,0.0
523.0,368,r,30,m,70.0,f,90.0,90.0,75.0,movement,2.0,11,1,90.0,10.0,75.0,25.0
1957.0,371,r,30,m,74.0,f,90.0,60.0,100.0,movement,2.0,11,0,60.0,40.0,100.0,0.0
1311.0,374,r,30,m,74.0,f,90.0,60.0,25.0,movement,2.0,11,0,60.0,40.0,25.0,75.0
600.0,377,r,30,m,70.0,f,90.0,75.0,25.0,movement,2.0,11,1,75.0,25.0,25.0,75.0
525.0,380,r,30,m,70.0,f,90.0,90.0,25.0,movement,2.0,11,1,90.0,10.0,25.0,75.0
650.0,383,r,30,m,70.0,f,90.0,75.0,75.0,movement,2.0,11,1,75.0,25.0,75.0,25.0
895.0,386,r,30,m,74.0,f,90.0,60.0,75.0,movement,2.0,11,0,60.0,40.0,75.0,25.0
771.0,389,r,30,m,70.0,j,270.0,90.0,100.0,movement,2.0,11,0,10.0,90.0,0.0,100.0
675.0,392,r,30,m,74.0,j,270.0,90.0,25.0,movement,2.0,11,1,10.0,90.0,75.0,25.0
820.0,395,r,30,m,70.0,f,90.0,75.0,100.0,movement,2.0,11,1,75.0,25.0,100.0,0.0
663.0,398,r,30,m,74.0,j,270.0,90.0,75.0,movement,2.0,11,1,10.0,90.0,25.0,75.0
671.0,401,r,30,m,74.0,j,270.0,90.0,0.0,movement,2.0,11,1,10.0,90.0,100.0,0.0
1012.0,404,r,30,m,70.0,f,90.0,75.0,0.0,movement,2.0,11,1,75.0,25.0,0.0,100.0
862.0,407,r,30,m,70.0,f,90.0,60.0,0.0,movement,2.0,11,1,60.0,40.0,0.0,100.0
717.0,410,r,30,m,70.0,f,90.0,90.0,0.0,movement,2.0,11,1,90.0,10.0,0.0,100.0
718.0,413,r,30,m,74.0,j,270.0,75.0,75.0,movement,2.0,11,1,25.0,75.0,25.0,75.0
591.0,416,r,30,m,70.0,f,90.0,60.0,75.0,movement,2.0,11,1,60.0,40.0,75.0,25.0
774.0,419,r,30,m,74.0,j,270.0,75.0,25.0,movement,2.0,11,1,25.0,75.0,75.0,25.0
530.0,422,r,30,m,74.0,j,270.0,75.0,100.0,movement,2.0,11,1,25.0,75.0,0.0,100.0
718.0,425,r,30,m,74.0,j,270.0,75.0,0.0,movement,2.0,11,1,25.0,75.0,100.0,0.0
742.0,428,r,30,m,70.0,f,90.0,60.0,100.0,movement,2.0,11,1,60.0,40.0,100.0,0.0
669.0,431,r,30,m,70.0,f,90.0,60.0,25.0,movement,2.0,11,1,60.0,40.0,25.0,75.0
831.0,434,r,30,m,74.0,j,270.0,60.0,100.0,movement,2.0,11,1,40.0,60.0,0.0,100.0
950.0,437,r,30,m,70.0,f,90.0,60.0,0.0,movement,2.0,11,1,60.0,40.0,0.0,100.0
995.0,440,r,30,m,70.0,j,270.0,60.0,75.0,movement,2.0,11,0,40.0,60.0,25.0,75.0
584.0,443,r,30,m,74.0,j,270.0,90.0,75.0,movement,2.0,11,1,10.0,90.0,25.0,75.0
1167.0,446,r,30,m,74.0,j,270.0,60.0,0.0,movement,2.0,11,1,40.0,60.0,100.0,0.0
620.0,449,r,30,m,74.0,j,270.0,90.0,100.0,movement,2.0,11,1,10.0,90.0,0.0,100.0
611.0,452,r,30,m,74.0,j,270.0,90.0,25.0,movement,2.0,11,1,10.0,90.0,75.0,25.0
590.0,455,r,30,m,74.0,j,270.0,90.0,0.0,movement,2.0,11,1,10.0,90.0,100.0,0.0
1590.0,458,r,30,m,70.0,j,270.0,60.0,25.0,movement,2.0,11,0,40.0,60.0,75.0,25.0
556.0,461,r,30,m,74.0,j,270.0,75.0,75.0,movement,2.0,11,1,25.0,75.0,25.0,75.0
815.0,464,r,30,m,70.0,j,270.0,60.0,75.0,movement,2.0,11,0,40.0,60.0,25.0,75.0
504.0,467,r,30,m,74.0,j,270.0,60.0,100.0,movement,2.0,11,1,40.0,60.0,0.0,100.0
985.0,470,r,30,m,70.0,j,270.0,60.0,25.0,movement,2.0,11,0,40.0,60.0,75.0,25.0
601.0,473,r,30,m,74.0,j,270.0,75.0,25.0,movement,2.0,11,1,25.0,75.0,75.0,25.0
1415.0,476,r,30,m,74.0,j,270.0,60.0,0.0,movement,2.0,11,1,40.0,60.0,100.0,0.0
763.0,479,r,30,m,74.0,j,270.0,75.0,100.0,movement,2.0,11,1,25.0,75.0,0.0,100.0
734.0,482,r,30,m,74.0,j,270.0,75.0,0.0,movement,2.0,11,1,25.0,75.0,100.0,0.0
872.0,486,r,30,m,70.0,j,270.0,60.0,75.0,movement,3.0,11,0,40.0,60.0,25.0,75.0
650.0,489,r,30,m,70.0,f,90.0,90.0,75.0,movement,3.0,11,1,90.0,10.0,75.0,25.0
572.0,492,r,30,m,74.0,j,270.0,75.0,25.0,movement,3.0,11,1,25.0,75.0,75.0,25.0
859.0,495,r,30,m,70.0,f,90.0,60.0,100.0,movement,3.0,11,1,60.0,40.0,100.0,0.0
494.0,498,r,30,m,70.0,f,90.0,90.0,0.0,movement,3.0,11,1,90.0,10.0,0.0,100.0
1199.0,501,r,30,m,70.0,j,270.0,60.0,25.0,movement,3.0,11,0,40.0,60.0,75.0,25.0
1164.0,504,r,30,m,70.0,f,90.0,60.0,25.0,movement,3.0,11,1,60.0,40.0,25.0,75.0
798.0,507,r,30,m,70.0,j,270.0,60.0,100.0,movement,3.0,11,0,40.0,60.0,0.0,100.0
634.0,510,r,30,m,74.0,j,270.0,60.0,0.0,movement,3.0,11,1,40.0,60.0,100.0,0.0
634.0,513,r,30,m,74.0,j,270.0,75.0,75.0,movement,3.0,11,1,25.0,75.0,25.0,75.0
469.0,516,r,30,m,74.0,j,270.0,75.0,100.0,movement,3.0,11,1,25.0,75.0,0.0,100.0
573.0,519,r,30,m,74.0,j,270.0,75.0,0.0,movement,3.0,11,1,25.0,75.0,100.0,0.0
999.0,522,r,30,m,74.0,j,270.0,60.0,100.0,movement,3.0,11,1,40.0,60.0,0.0,100.0
597.0,525,r,30,m,70.0,f,90.0,60.0,0.0,movement,3.0,11,1,60.0,40.0,0.0,100.0
598.0,528,r,30,m,70.0,f,90.0,90.0,100.0,movement,3.0,11,1,90.0,10.0,100.0,0.0
553.0,531,r,30,m,74.0,j,270.0,90.0,75.0,movement,3.0,11,1,10.0,90.0,25.0,75.0
795.0,534,r,30,m,74.0,f,90.0,75.0,25.0,movement,3.0,11,0,75.0,25.0,25.0,75.0
611.0,537,r,30,m,74.0,j,270.0,75.0,100.0,movement,3.0,11,1,25.0,75.0,0.0,100.0
508.0,540,r,30,m,70.0,f,90.0,90.0,100.0,movement,3.0,11,1,90.0,10.0,100.0,0.0
464.0,543,r,30,m,74.0,j,270.0,75.0,75.0,movement,3.0,11,1,25.0,75.0,25.0,75.0
539.0,546,r,30,m,74.0,f,90.0,60.0,75.0,movement,3.0,11,0,60.0,40.0,75.0,25.0
912.0,549,r,30,m,74.0,j,270.0,60.0,75.0,movement,3.0,11,1,40.0,60.0,25.0,75.0
552.0,552,r,30,m,70.0,f,90.0,90.0,25.0,movement,3.0,11,1,90.0,10.0,25.0,75.0
917.0,555,r,30,m,74.0,j,270.0,60.0,25.0,movement,3.0,11,1,40.0,60.0,75.0,25.0
958.0,558,r,30,m,70.0,f,90.0,75.0,75.0,movement,3.0,11,1,75.0,25.0,75.0,25.0
935.0,561,r,30,m,70.0,f,90.0,75.0,75.0,movement,3.0,11,1,75.0,25.0,75.0,25.0
679.0,564,r,30,m,74.0,j,270.0,75.0,25.0,movement,3.0,11,1,25.0,75.0,75.0,25.0
485.0,567,r,30,m,70.0,f,90.0,75.0,25.0,movement,3.0,11,1,75.0,25.0,25.0,75.0
500.0,570,r,30,m,74.0,j,270.0,75.0,100.0,movement,3.0,11,1,25.0,75.0,0.0,100.0
1333.0,573,r,30,m,70.0,j,270.0,75.0,0.0,movement,3.0,11,0,25.0,75.0,100.0,0.0
984.0,576,r,30,m,74.0,j,270.0,60.0,0.0,movement,3.0,11,1,40.0,60.0,100.0,0.0
903.0,579,r,30,m,70.0,f,90.0,90.0,75.0,movement,3.0,11,1,90.0,10.0,75.0,25.0
559.0,582,r,30,m,70.0,f,90.0,75.0,100.0,movement,3.0,11,1,75.0,25.0,100.0,0.0
857.0,585,r,30,m,74.0,j,270.0,75.0,75.0,movement,3.0,11,1,25.0,75.0,25.0,75.0
687.0,588,r,30,m,70.0,f,90.0,60.0,100.0,movement,3.0,11,1,60.0,40.0,100.0,0.0
661.0,591,r,30,m,70.0,f,90.0,90.0,25.0,movement,3.0,11,1,90.0,10.0,25.0,75.0
1150.0,594,r,30,m,74.0,f,90.0,60.0,25.0,movement,3.0,11,0,60.0,40.0,25.0,75.0
558.0,597,r,30,m,70.0,f,90.0,60.0,75.0,movement,3.0,11,1,60.0,40.0,75.0,25.0
1084.0,600,r,30,m,74.0,j,270.0,75.0,25.0,movement,3.0,11,1,25.0,75.0,75.0,25.0
647.0,603,r,30,m,70.0,f,90.0,60.0,75.0,movement,3.0,11,1,60.0,40.0,75.0,25.0
718.0,606,r,30,m,74.0,j,270.0,60.0,75.0,movement,3.0,11,1,40.0,60.0,25.0,75.0
621.0,609,r,30,m,70.0,f,90.0,75.0,0.0,movement,3.0,11,1,75.0,25.0,0.0,100.0
731.0,612,r,30,m,70.0,f,90.0,60.0,0.0,movement,3.0,11,1,60.0,40.0,0.0,100.0
686.0,615,r,30,m,74.0,j,270.0,60.0,100.0,movement,3.0,11,1,40.0,60.0,0.0,100.0
1141.0,618,r,30,m,74.0,j,270.0,60.0,0.0,movement,3.0,11,1,40.0,60.0,100.0,0.0
660.0,621,r,30,m,74.0,j,270.0,90.0,0.0,movement,3.0,11,1,10.0,90.0,100.0,0.0
615.0,624,r,30,m,70.0,f,90.0,75.0,100.0,movement,3.0,11,1,75.0,25.0,100.0,0.0
688.0,627,r,30,m,74.0,j,270.0,90.0,0.0,movement,3.0,11,1,10.0,90.0,100.0,0.0
624.0,630,r,30,m,70.0,f,90.0,90.0,25.0,movement,3.0,11,1,90.0,10.0,25.0,75.0
516.0,633,r,30,m,74.0,j,270.0,90.0,25.0,movement,3.0,11,1,10.0,90.0,75.0,25.0
611.0,636,r,30,m,74.0,j,270.0,75.0,0.0,movement,3.0,11,1,25.0,75.0,100.0,0.0
579.0,639,r,30,m,70.0,f,90.0,90.0,75.0,movement,3.0,11,1,90.0,10.0,75.0,25.0
985.0,642,r,30,m,74.0,f,90.0,60.0,100.0,movement,3.0,11,0,60.0,40.0,100.0,0.0
706.0,645,r,30,m,70.0,f,90.0,90.0,0.0,movement,3.0,11,1,90.0,10.0,0.0,100.0
639.0,648,r,30,m,74.0,j,270.0,90.0,25.0,movement,3.0,11,1,10.0,90.0,75.0,25.0
550.0,651,r,30,m,74.0,j,270.0,90.0,25.0,movement,3.0,11,1,10.0,90.0,75.0,25.0
559.0,654,r,30,m,70.0,f,90.0,90.0,0.0,movement,3.0,11,1,90.0,10.0,0.0,100.0
503.0,657,r,30,m,74.0,j,270.0,90.0,100.0,movement,3.0,11,1,10.0,90.0,0.0,100.0
700.0,660,r,30,m,70.0,f,90.0,75.0,0.0,movement,3.0,11,1,75.0,25.0,0.0,100.0
688.0,663,r,30,m,70.0,f,90.0,75.0,75.0,movement,3.0,11,1,75.0,25.0,75.0,25.0
540.0,666,r,30,m,70.0,f,90.0,75.0,100.0,movement,3.0,11,1,75.0,25.0,100.0,0.0
1095.0,669,r,30,m,70.0,f,90.0,60.0,25.0,movement,3.0,11,1,60.0,40.0,25.0,75.0
595.0,672,r,30,m,70.0,f,90.0,75.0,25.0,movement,3.0,11,1,75.0,25.0,25.0,75.0
508.0,675,r,30,m,70.0,f,90.0,90.0,100.0,movement,3.0,11,1,90.0,10.0,100.0,0.0
701.0,678,r,30,m,74.0,j,270.0,90.0,100.0,movement,3.0,11,1,10.0,90.0,0.0,100.0
660.0,681,r,30,m,74.0,j,270.0,90.0,75.0,movement,3.0,11,1,10.0,90.0,25.0,75.0
508.0,684,r,30,m,74.0,j,270.0,90.0,0.0,movement,3.0,11,1,10.0,90.0,100.0,0.0
756.0,687,r,30,m,70.0,j,270.0,60.0,25.0,movement,3.0,11,0,40.0,60.0,75.0,25.0
587.0,690,r,30,m,74.0,j,270.0,90.0,100.0,movement,3.0,11,1,10.0,90.0,0.0,100.0
647.0,693,r,30,m,70.0,f,90.0,60.0,0.0,movement,3.0,11,1,60.0,40.0,0.0,100.0
742.0,696,r,30,m,70.0,f,90.0,75.0,0.0,movement,3.0,11,1,75.0,25.0,0.0,100.0
543.0,699,r,30,m,74.0,j,270.0,90.0,75.0,movement,3.0,11,1,10.0,90.0,25.0,75.0
636.0,703,r,30,m,74.0,j,270.0,90.0,100.0,movement,4.0,11,1,10.0,90.0,0.0,100.0
1656.0,706,r,30,m,74.0,j,270.0,60.0,75.0,movement,4.0,11,1,40.0,60.0,25.0,75.0
566.0,709,r,30,m,74.0,j,270.0,90.0,100.0,movement,4.0,11,1,10.0,90.0,0.0,100.0
548.0,712,r,30,m,70.0,f,90.0,90.0,75.0,movement,4.0,11,1,90.0,10.0,75.0,25.0
1606.0,715,r,30,m,74.0,j,270.0,75.0,25.0,movement,4.0,11,1,25.0,75.0,75.0,25.0
594.0,718,r,30,m,70.0,f,90.0,60.0,100.0,movement,4.0,11,1,60.0,40.0,100.0,0.0
652.0,721,r,30,m,70.0,j,270.0,60.0,25.0,movement,4.0,11,0,40.0,60.0,75.0,25.0
470.0,724,r,30,m,74.0,j,270.0,90.0,75.0,movement,4.0,11,1,10.0,90.0,25.0,75.0
543.0,727,r,30,m,70.0,f,90.0,90.0,0.0,movement,4.0,11,1,90.0,10.0,0.0,100.0
499.0,730,r,30,m,74.0,j,270.0,90.0,75.0,movement,4.0,11,1,10.0,90.0,25.0,75.0
503.0,733,r,30,m,74.0,j,270.0,90.0,0.0,movement,4.0,11,1,10.0,90.0,100.0,0.0
621.0,736,r,30,m,70.0,f,90.0,60.0,25.0,movement,4.0,11,1,60.0,40.0,25.0,75.0
518.0,739,r,30,m,74.0,j,270.0,60.0,100.0,movement,4.0,11,1,40.0,60.0,0.0,100.0
1362.0,742,r,30,m,74.0,j,270.0,60.0,0.0,movement,4.0,11,1,40.0,60.0,100.0,0.0
1174.0,745,r,30,m,70.0,f,90.0,60.0,0.0,movement,4.0,11,1,60.0,40.0,0.0,100.0
807.0,748,r,30,m,70.0,f,90.0,60.0,0.0,movement,4.0,11,1,60.0,40.0,0.0,100.0
518.0,751,r,30,m,74.0,j,270.0,60.0,100.0,movement,4.0,11,1,40.0,60.0,0.0,100.0
599.0,754,r,30,m,74.0,j,270.0,75.0,100.0,movement,4.0,11,1,25.0,75.0,0.0,100.0
965.0,757,r,30,m,70.0,f,90.0,75.0,0.0,movement,4.0,11,1,75.0,25.0,0.0,100.0
488.0,760,r,30,m,74.0,j,270.0,90.0,75.0,movement,4.0,11,1,10.0,90.0,25.0,75.0
989.0,763,r,30,m,74.0,j,270.0,75.0,0.0,movement,4.0,11,1,25.0,75.0,100.0,0.0
887.0,766,r,30,m,74.0,j,270.0,60.0,25.0,movement,4.0,11,1,40.0,60.0,75.0,25.0
583.0,769,r,30,m,70.0,f,90.0,90.0,100.0,movement,4.0,11,1,90.0,10.0,100.0,0.0
511.0,772,r,30,m,74.0,j,270.0,75.0,75.0,movement,4.0,11,1,25.0,75.0,25.0,75.0
463.0,775,r,30,m,70.0,f,90.0,90.0,75.0,movement,4.0,11,1,90.0,10.0,75.0,25.0
504.0,778,r,30,m,70.0,f,90.0,75.0,75.0,movement,4.0,11,1,75.0,25.0,75.0,25.0
491.0,781,r,30,m,74.0,j,270.0,60.0,0.0,movement,4.0,11,1,40.0,60.0,100.0,0.0
477.0,784,r,30,m,74.0,j,270.0,75.0,0.0,movement,4.0,11,1,25.0,75.0,100.0,0.0
846.0,787,r,30,m,70.0,f,90.0,75.0,25.0,movement,4.0,11,1,75.0,25.0,25.0,75.0
503.0,790,r,30,m,74.0,j,270.0,75.0,100.0,movement,4.0,11,1,25.0,75.0,0.0,100.0
557.0,793,r,30,m,74.0,j,270.0,75.0,100.0,movement,4.0,11,1,25.0,75.0,0.0,100.0
511.0,796,r,30,m,70.0,f,90.0,75.0,75.0,movement,4.0,11,1,75.0,25.0,75.0,25.0
511.0,799,r,30,m,74.0,j,270.0,75.0,25.0,movement,4.0,11,1,25.0,75.0,75.0,25.0
494.0,802,r,30,m,70.0,f,90.0,90.0,100.0,movement,4.0,11,1,90.0,10.0,100.0,0.0
534.0,805,r,30,m,70.0,f,90.0,75.0,25.0,movement,4.0,11,1,75.0,25.0,25.0,75.0
491.0,808,r,30,m,74.0,j,270.0,75.0,75.0,movement,4.0,11,1,25.0,75.0,25.0,75.0
494.0,811,r,30,m,74.0,j,270.0,60.0,75.0,movement,4.0,11,1,40.0,60.0,25.0,75.0
751.0,814,r,30,m,70.0,f,90.0,60.0,75.0,movement,4.0,11,1,60.0,40.0,75.0,25.0
718.0,817,r,30,m,74.0,j,270.0,60.0,25.0,movement,4.0,11,1,40.0,60.0,75.0,25.0
578.0,820,r,30,m,70.0,f,90.0,90.0,25.0,movement,4.0,11,1,90.0,10.0,25.0,75.0
465.0,823,r,30,m,74.0,j,270.0,75.0,75.0,movement,4.0,11,1,25.0,75.0,25.0,75.0
661.0,826,r,30,m,70.0,f,90.0,60.0,0.0,movement,4.0,11,1,60.0,40.0,0.0,100.0
472.0,829,r,30,m,70.0,f,90.0,90.0,25.0,movement,4.0,11,1,90.0,10.0,25.0,75.0
443.0,832,r,30,m,70.0,f,90.0,75.0,100.0,movement,4.0,11,1,75.0,25.0,100.0,0.0
459.0,835,r,30,m,70.0,f,90.0,75.0,100.0,movement,4.0,11,1,75.0,25.0,100.0,0.0
508.0,838,r,30,m,74.0,j,270.0,90.0,0.0,movement,4.0,11,1,10.0,90.0,100.0,0.0
468.0,841,r,30,m,74.0,j,270.0,90.0,0.0,movement,4.0,11,1,10.0,90.0,100.0,0.0
522.0,844,r,30,m,70.0,f,90.0,60.0,100.0,movement,4.0,11,1,60.0,40.0,100.0,0.0
835.0,847,r,30,m,70.0,j,270.0,60.0,0.0,movement,4.0,11,0,40.0,60.0,100.0,0.0
626.0,850,r,30,m,70.0,f,90.0,60.0,75.0,movement,4.0,11,1,60.0,40.0,75.0,25.0
420.0,853,r,30,m,70.0,f,90.0,75.0,0.0,movement,4.0,11,1,75.0,25.0,0.0,100.0
494.0,856,r,30,m,70.0,f,90.0,60.0,25.0,movement,4.0,11,1,60.0,40.0,25.0,75.0
1110.0,859,r,30,m,74.0,j,270.0,60.0,75.0,movement,4.0,11,1,40.0,60.0,25.0,75.0
690.0,862,r,30,m,74.0,j,270.0,60.0,100.0,movement,4.0,11,1,40.0,60.0,0.0,100.0
687.0,865,r,30,m,70.0,f,90.0,60.0,75.0,movement,4.0,11,1,60.0,40.0,75.0,25.0
553.0,868,r,30,m,74.0,j,270.0,75.0,25.0,movement,4.0,11,1,25.0,75.0,75.0,25.0
480.0,871,r,30,m,74.0,j,270.0,90.0,100.0,movement,4.0,11,1,10.0,90.0,0.0,100.0
525.0,874,r,30,m,70.0,f,90.0,75.0,100.0,movement,4.0,11,1,75.0,25.0,100.0,0.0
505.0,877,r,30,m,70.0,f,90.0,90.0,75.0,movement,4.0,11,1,90.0,10.0,75.0,25.0
709.0,880,r,30,m,74.0,f,90.0,60.0,25.0,movement,4.0,11,0,60.0,40.0,25.0,75.0
598.0,883,r,30,m,70.0,f,90.0,90.0,100.0,movement,4.0,11,1,90.0,10.0,100.0,0.0
829.0,886,r,30,m,74.0,j,270.0,75.0,0.0,movement,4.0,11,1,25.0,75.0,100.0,0.0
518.0,889,r,30,m,70.0,f,90.0,75.0,0.0,movement,4.0,11,1,75.0,25.0,0.0,100.0
533.0,892,r,30,m,70.0,f,90.0,75.0,75.0,movement,4.0,11,1,75.0,25.0,75.0,25.0
496.0,895,r,30,m,74.0,j,270.0,90.0,25.0,movement,4.0,11,1,10.0,90.0,75.0,25.0
469.0,898,r,30,m,70.0,f,90.0,90.0,25.0,movement,4.0,11,1,90.0,10.0,25.0,75.0
443.0,901,r,30,m,74.0,j,270.0,90.0,25.0,movement,4.0,11,1,10.0,90.0,75.0,25.0
451.0,904,r,30,m,70.0,f,90.0,90.0,0.0,movement,4.0,11,1,90.0,10.0,0.0,100.0
685.0,907,r,30,m,70.0,f,90.0,60.0,100.0,movement,4.0,11,1,60.0,40.0,100.0,0.0
542.0,910,r,30,m,70.0,f,90.0,90.0,0.0,movement,4.0,11,1,90.0,10.0,0.0,100.0
519.0,913,r,30,m,70.0,f,90.0,75.0,25.0,movement,4.0,11,1,75.0,25.0,25.0,75.0
460.0,916,r,30,m,74.0,j,270.0,90.0,25.0,movement,4.0,11,1,10.0,90.0,75.0,25.0
543.0,920,r,30,m,74.0,j,270.0,60.0,75.0,movement,5.0,11,1,40.0,60.0,25.0,75.0
527.0,923,r,30,m,74.0,j,270.0,75.0,100.0,movement,5.0,11,1,25.0,75.0,0.0,100.0
489.0,926,r,30,m,74.0,j,270.0,90.0,25.0,movement,5.0,11,1,10.0,90.0,75.0,25.0
502.0,929,r,30,m,74.0,j,270.0,90.0,25.0,movement,5.0,11,1,10.0,90.0,75.0,25.0
514.0,932,r,30,m,70.0,f,90.0,60.0,100.0,movement,5.0,11,1,60.0,40.0,100.0,0.0
456.0,935,r,30,m,70.0,f,90.0,90.0,0.0,movement,5.0,11,1,90.0,10.0,0.0,100.0
455.0,938,r,30,m,74.0,j,270.0,75.0,75.0,movement,5.0,11,1,25.0,75.0,25.0,75.0
599.0,941,r,30,m,70.0,f,90.0,90.0,25.0,movement,5.0,11,1,90.0,10.0,25.0,75.0
485.0,944,r,30,m,74.0,j,270.0,75.0,0.0,movement,5.0,11,1,25.0,75.0,100.0,0.0
604.0,947,r,30,m,70.0,f,90.0,60.0,100.0,movement,5.0,11,1,60.0,40.0,100.0,0.0
460.0,950,r,30,m,74.0,j,270.0,60.0,25.0,movement,5.0,11,1,40.0,60.0,75.0,25.0
493.0,953,r,30,m,70.0,f,90.0,90.0,0.0,movement,5.0,11,1,90.0,10.0,0.0,100.0
785.0,956,r,30,m,70.0,f,90.0,75.0,25.0,movement,5.0,11,1,75.0,25.0,25.0,75.0
457.0,959,r,30,m,74.0,j,270.0,90.0,100.0,movement,5.0,11,1,10.0,90.0,0.0,100.0
592.0,962,r,30,m,70.0,j,270.0,60.0,25.0,movement,5.0,11,0,40.0,60.0,75.0,25.0
473.0,965,r,30,m,74.0,j,270.0,90.0,25.0,movement,5.0,11,1,10.0,90.0,75.0,25.0
871.0,968,r,30,m,74.0,j,270.0,75.0,100.0,movement,5.0,11,1,25.0,75.0,0.0,100.0
535.0,971,r,30,m,70.0,f,90.0,75.0,75.0,movement,5.0,11,1,75.0,25.0,75.0,25.0
516.0,974,r,30,m,70.0,f,90.0,90.0,75.0,movement,5.0,11,1,90.0,10.0,75.0,25.0
478.0,977,r,30,m,70.0,f,90.0,90.0,100.0,movement,5.0,11,1,90.0,10.0,100.0,0.0
434.0,980,r,30,m,74.0,j,270.0,90.0,100.0,movement,5.0,11,1,10.0,90.0,0.0,100.0
574.0,983,r,30,m,70.0,f,90.0,75.0,25.0,movement,5.0,11,1,75.0,25.0,25.0,75.0
