subjectid,block,blocktype,trial,latency1,accuracy1,latency2,accuracy2,SOA,taskpair,RT1_SOAdif,T1,T2,T1T2sequence,S1,S2,R1beforeS1onset,R2beforeS2onset
3,5,2,58,572,1,940,1,2000,1,-1428.0,1,2,2,E,6,0,0
3,5,2,59,597,1,695,1,450,3,147.0,1,1,1,R,U,0,0
3,5,2,60,670,1,805,1,1000,2,-330.0,2,2,1,3,7,0,0
3,5,2,61,828,1,756,1,2000,2,-1172.0,2,2,1,9,3,0,0
3,5,2,62,764,1,1003,1,50,4,614.0,2,1,2,8,R,0,0
3,5,2,63,892,1,2101,1,50,3,742.0,1,1,1,M,R,0,0
3,5,2,64,935,1,630,1,450,4,485.0,2,1,2,3,M,0,0
3,5,2,65,891,1,546,1,2000,4,-1109.0,2,1,2,8,A,0,0
5,1,1,1,2070,1,3535,1,450,4,1620.0,2,1,2,1,K,0,0
5,1,1,2,2077,1,4080,1,50,2,1927.0,2,2,1,7,9,0,0
5,1,1,3,2075,1,3933,1,50,3,1925.0,1,1,1,U,K,0,0
5,1,1,4,1726,1,3101,1,450,1,1276.0,1,2,2,R,8,0,0
5,1,1,5,1983,1,3172,1,450,2,1533.0,2,2,1,3,8,0,0
5,1,1,6,1691,1,2482,1,1000,3,691.0,1,1,1,M,G,0,0
5,1,1,7,3351,1,2535,1,2000,1,1351.0,1,2,2,I,4,0,0
5,1,1,8,1448,1,1384,1,2000,4,-552.0,2,1,2,7,K,0,0
5,1,1,9,1495,1,2312,1,450,3,1045.0,1,1,1,R,I,0,0
5,1,1,10,2031,0,2894,1,50,4,1881.0,2,1,2,3,K,0,0
5,1,1,11,836,0,1532,0,1000,2,-164.0,2,2,1,2,7,0,0
5,1,1,12,1733,1,2396,1,1000,1,733.0,1,2,2,G,6,0,0
5,1,1,13,1509,1,1292,1,2000,3,-491.0,1,1,1,E,G,0,0
5,1,1,14,2639,1,3204,1,1000,4,1639.0,2,1,2,3,G,0,0
5,1,1,15,1206,1,1134,1,2000,2,-794.0,2,2,1,9,8,0,0
5,1,1,16,1871,1,3003,1,50,1,1721.0,1,2,2,U,6,0,0
5,1,1,17,1414,1,2361,1,450,4,964.0,2,1,2,7,M,0,0
5,1,1,18,1452,1,2157,1,1000,3,452.0,1,1,1,E,M,0,0
5,1,1,19,2436,1,1934,1,2000,1,436.0,1,2,2,U,9,0,0
5,1,1,20,941,1,1350,1,50,2,791.0,2,2,1,4,6,0,0
5,1,1,21,1639,1,2162,1,450,1,1189.0,1,2,2,E,2,0,0
5,1,1,22,1406,1,894,1,2000,3,-594.0,1,1,1,G,U,0,0
5,1,1,23,1552,1,2611,1,50,4,1402.0,2,1,2,8,U,0,0
5,1,1,24,2008,0,2031,1,1000,2,1008.0,2,2,1,9,6,0,0
5,2,2,1,955,1,1266,1,2000,2,-1045.0,2,2,1,6,7,0,0
5,2,2,2,1614,1,1659,0,1000,1,614.0,1,2,2,A,9,0,0
5,2,2,3,2010,1,3945,1,450,2,1560.0,2,2,1,4,7,0,0
5,2,2,4,2529,1,3510,1,50,3,2379.0,1,1,1,M,R,0,0
5,2,2,5,964,1,1859,1,50,1,814.0,1,2,2,A,2,0,0
5,2,2,6,1499,1,1458,1,2000,1,-501.0,1,2,2,U,7,0,0
5,2,2,7,1584,1,1080,1,2000,4,-416.0,2,1,2,7,G,0,0
5,2,2,8,1316,1,2892,1,50,2,1166.0,2,2,1,8,1,0,0
5,2,2,9,801,1,1679,0,450,2,351.0,2,2,1,9,7,0,0
5,2,2,10,1186,1,1563,1,1000,4,186.0,2,1,2,8,R,0,0
5,2,2,11,1201,1,2087,1,450,3,751.0,1,1,1,G,I,0,0
5,2,2,12,1121,1,2887,1,50,4,971.0,2,1,2,6,U,0,0
5,2,2,13,1942,1,2510,1,1000,4,942.0,2,1,2,9,E,0,0
5,2,2,14,2008,1,3353,1,50,1,1858.0,1,2,2,G,2,0,0
5,2,2,15,2171,1,4157,1,1000,3,1171.0,1,1,1,R,E,0,0
5,2,2,16,1164,1,1731,1,2000,2,-836.0,2,2,1,7,6,0,0
5,2,2,17,1165,0,2416,1,450,4,715.0,2,1,2,9,M,0,0
5,2,2,18,1944,1,3689,1,1000,1,944.0,1,2,2,K,9,0,0
5,2,2,19,2131,1,2998,1,450,1,1681.0,1,2,2,U,8,0,0
5,2,2,20,1399,1,1861,1,1000,2,399.0,2,2,1,8,6,0,0
5,2,2,21,1123,1,1311,1,1000,1,123.0,1,2,2,G,7,0,0
5,2,2,22,1036,1,860,1,2000,1,-964.0,1,2,2,R,2,0,0
5,2,2,23,825,1,1361,1,2000,3,-1175.0,1,1,1,R,M,0,0
5,2,2,24,1322,1,1370,1,2000,4,-678.0,2,1,2,9,R,0,0
5,2,2,25,2090,1,3253,1,450,3,1640.0,1,1,1,A,U,0,0
5,2,2,26,2037,1,2922,1,50,3,1887.0,1,1,1,K,G,0,0
5,2,2,27,1303,1,2511,1,450,1,853.0,1,2,2,R,7,0,0
5,2,2,28,895,1,1875,1,50,1,745.0,1,2,2,A,8,0,0
5,2,2,29,1916,1,2741,1,50,4,1766.0,2,1,2,9,A,0,0
5,2,2,30,2023,1,972,1,2000,2,23.0,2,2,1,1,8,0,0
5,2,2,31,806,1,1009,1,450,2,356.0,2,2,1,1,6,0,0
5,2,2,32,858,1,1609,1,1000,2,-142.0,2,2,1,2,8,0,0
5,2,2,33,1385,1,880,1,2000,3,-615.0,1,1,1,E,K,0,0
5,2,2,34,1140,1,2060,1,50,3,990.0,1,1,1,E,U,0,0
5,2,2,35,1170,1,1990,1,50,2,1020.0,2,2,1,7,1,0,0
5,2,2,36,1162,1,2147,1,450,2,712.0,2,2,1,8,3,0,0
5,2,2,37,1105,1,836,1,1000,3,105.0,1,1,1,K,M,0,0
5,2,2,38,821,1,1046,1,450,3,371.0,1,1,1,U,A,0,0
5,2,2,39,2319,1,1136,1,2000,2,319.0,2,2,1,4,8,0,0
5,2,2,40,1272,1,1551,1,2000,1,-728.0,1,2,2,E,3,0,0
5,2,2,41,1248,1,1743,1,50,2,1098.0,2,2,1,9,3,0,0
5,2,2,42,1139,1,1509,1,450,1,689.0,1,2,2,A,3,0,0
5,2,2,43,1562,1,1671,1,50,3,1412.0,1,1,1,R,G,0,0
5,2,2,44,929,1,1176,1,1000,1,-71.0,1,2,2,I,9,0,0
5,2,2,45,2505,1,3219,1,450,4,2055.0,2,1,2,9,I,0,0
5,2,2,46,878,1,965,1,1000,4,-122.0,2,1,2,8,A,0,0
5,2,2,47,1133,1,1211,1,1000,2,133.0,2,2,1,1,7,0,0
5,2,2,48,1211,1,1035,1,2000,3,-789.0,1,1,1,U,I,0,0
5,2,2,49,1336,1,2228,1,50,1,1186.0,1,2,2,R,9,0,0
5,2,2,50,1415,1,2066,1,450,2,965.0,2,2,1,9,1,0,0
5,2,2,51,1065,1,976,1,2000,4,-935.0,2,1,2,8,M,0,0
5,2,2,52,856,1,1163,1,450,3,406.0,1,1,1,M,K,0,0
5,2,2,53,829,0,2402,1,50,4,679.0,2,1,2,2,U,0,0
5,2,2,54,1766,1,999,0,2000,1,-234.0,1,2,2,U,1,0,0
